"HOME";"All points";"Two points";"Thre points";"Free throws";"Attack jumps";"Defending jumps";"Assissts";"Stolen balls";"Lost balls";"Blockages fouls";"Personal fouls";"AWAY";"All points";"Two points";"Thre points";"Free throws";"Attack jumps";"Defending jumps";"Assissts";"Stolen balls";"Lost balls";"Blockages fouls";"Personal fouls";"WINNER"
"MIN";98;0,455855382985737;0,329551969905192;0,727737525173859;12;28;22;9;14;4;20;"DEN";102;0,480824473726752;0,322865284472034;0,738366170441275;12;33;20;6;14;4;23;0
"PHI";90;0,45981516301335;0,289398808497665;0,683431899740323;11;30;20;9;18;5;21;"CLE";100;0,495189929365291;0,344559153584005;0,758236478235476;10;30;22;7;12;4;18;1
"GSW";109;0,531542351701306;0,381255754159754;0,77294125006313;10;35;26;9;15;6;20;"IND";95;0,461677673494563;0,34311074547109;0,750051720426533;10;34;20;5;13;4;20;1
"LAC";106;0,518894036308212;0,38084836653796;0,754548104437973;8;32;24;7;11;4;20;"LAL";101;0,463342961441982;0,3502771787787;0,740656532951271;11;31;20;7;12;4;21;1
"DET";97;0,461557379331231;0,339905583034017;0,6758775801195;12;33;20;7;12;4;20;"ATL";102;0,507092504852954;0,377389470739029;0,770516515052712;8;32;25;8;13;4;18;0
"SAS";102;0,50207425600168;0,366273432864538;0,75936966153833;9;33;24;7;14;5;19;"PHX";106;0,50911192065321;0,361592041810356;0,796750801841322;10;31;20;8;14;4;22;1
"WAS";99;0,491113838706057;0,389440245562322;0,71930132093185;10;32;24;7;13;4;21;"CHI";101;0,476478430055332;0,361621477017565;0,765584966986733;12;33;21;6;13;6;18;1
"MIN";98;0,456447090614827;0,326658527374472;0,74113813904611;12;28;22;9;14;4;20;"SAS";102;0,502896863299881;0,366503079368103;0,761754670445216;9;34;24;7;14;5;19;0
"TOR";107;0,501047090959478;0,365140627879033;0,786470994594218;11;30;20;7;11;4;21;"BOS";102;0,501057208246972;0,324869095160624;0,754345124013296;10;32;25;8;14;4;21;1
"ATL";102;0,505502865858792;0,381139188617922;0,772214266898134;8;32;25;8;13;4;18;"WAS";99;0,492801881675391;0,385671590276853;0,72148236631207;10;32;24;7;13;5;21;1
"LAL";101;0,462951628702964;0,348986673356536;0,741125954995029;11;31;20;7;12;4;21;"POR";103;0,48690698173234;0,3747778290554;0,790482848980863;11;35;22;6;13;5;19;0
"MEM";101;0,490825154331806;0,360193344972589;0,781878368730645;10;32;22;8;12;4;19;"PHX";106;0,509461045713802;0,358266526479383;0,796397249186593;10;31;20;8;14;4;22;1
"SAC";102;0,489134258176254;0,345824371726707;0,772456371984758;11;33;19;6;15;4;21;"CLE";99;0,492294290275634;0,343486731256159;0,753953005014951;10;30;22;7;13;4;17;1
"BKN";95;0,491479332778169;0,315592119861618;0,756113183810347;9;32;20;7;14;4;20;"HOU";101;0,494752708126898;0,350559799523879;0,705766915829453;12;31;20;9;16;4;22;0
"WAS";99;0,492782450369815;0,388680232637989;0,7255223040407;10;32;24;7;14;5;20;"SAS";102;0,501100426315154;0,365063124194208;0,759316516502176;9;33;24;7;14;5;19;1
"DET";97;0,46329652853728;0,340177026141734;0,683369805734016;12;32;21;7;12;4;19;"NOP";101;0,492835135474338;0,342415389449904;0,765735599310571;11;31;21;7;12;6;19;0
"IND";95;0,45936516918705;0,339505738136335;0,750777698648225;11;34;20;5;13;4;20;"DET";97;0,460510411620144;0,342156471455933;0,688160560590665;12;32;20;7;12;4;19;0
"TOR";107;0,506190660457048;0,358696139720804;0,780213103548568;11;30;21;7;12;4;21;"ATL";103;0,510385976018197;0,387261395648489;0,771531993177071;8;32;25;8;13;4;18;0
"WAS";99;0,494085788168784;0,383461907280599;0,731121188838665;10;32;24;7;14;5;21;"BKN";95;0,49212719400084;0,317761231817255;0,758495696662841;9;32;20;7;14;4;20;0
"SAS";101;0,496143906387939;0,368293162015434;0,764804381935311;9;33;24;7;13;5;19;"UTA";95;0,492650582145926;0,333846293458106;0,754341826974213;11;30;20;6;14;6;18;1
"LAC";106;0,51872445110733;0,379016751271274;0,754206846102503;8;32;24;7;11;4;20;"BOS";102;0,496619932167184;0,327266105147097;0,76121070741829;10;32;25;8;14;4;21;1
"CLE";100;0,499705446657813;0,344453133619443;0,751084417701801;11;30;21;7;13;3;18;"UTA";95;0,491289469975017;0,334555580843303;0,754899825802869;11;30;20;6;14;5;18;1
"GSW";110;0,532156569297617;0,389922433382888;0,778683932913199;10;34;27;9;14;6;19;"HOU";102;0,497376941225726;0,353710820297353;0,714577363872391;12;31;21;9;16;4;22;1
"MIN";97;0,456835293085595;0,329110214334484;0,747555365808321;12;28;22;8;14;4;19;"DAL";108;0,525322816225345;0,356535907685227;0,764488618973607;10;31;23;7;11;4;20;0
"NOP";100;0,492331400573528;0,333928401430917;0,758634499931396;11;32;21;7;12;5;19;"LAL";99;0,462037999360128;0,3480906890285;0,741029269059169;11;31;20;7;12;4;21;1
"SAC";101;0,489446613852671;0,337558242817443;0,773369172428493;11;33;19;6;15;3;21;"BKN";95;0,493327817468981;0,314184366436602;0,759942991530748;9;32;20;7;14;4;20;0
"GSW";111;0,531823933912761;0,390777983788184;0,780755943418642;10;34;27;9;14;6;19;"SAC";101;0,488797587054666;0,335180007348364;0,775219684150402;11;33;19;6;15;3;21;1
"MIA";92;0,502194883583005;0,343254779589179;0,739505159342765;8;28;19;8;13;3;20;"IND";94;0,462183675475738;0,325271012912224;0,756546961225132;10;34;20;6;14;4;21;1
"UTA";95;0,492367221339789;0,339800526379852;0,757112171383258;11;30;20;6;14;5;18;"BKN";94;0,48983191260438;0,311808020776063;0,752331946461168;9;32;20;7;14;4;20;1
"GSW";111;0,531426971561303;0,389755319577906;0,78311889714677;10;34;27;9;14;6;19;"BOS";101;0,495713587511833;0,331369367597206;0,755591348498389;10;32;25;8;14;4;21;1
"SAS";101;0,493192715018296;0,362616823732811;0,769072599931275;10;33;24;7;13;5;19;"MIL";98;0,49124296645109;0,374057708423826;0,768300630866489;10;30;23;9;16;4;22;1
"NOP";100;0,491956284861161;0,348512913230948;0,757385516560865;11;32;21;7;12;5;19;"PHI";89;0,451114777563167;0,29025917893223;0,688752687922468;11;30;19;9;17;5;21;1
"ATL";103;0,514902181552817;0,386577996344884;0,776009664396688;8;32;26;8;13;4;18;"BKN";95;0,48952876957296;0,31321228698104;0,75413197728055;9;31;20;7;14;4;20;1
"SAS";101;0,492549528804353;0,362238329317366;0,770439849578127;10;33;24;7;13;5;19;"CHA";94;0,454166328454142;0,306722741096274;0,729262782217598;10;33;20;5;11;5;18;1
"UTA";95;0,49214672588029;0,337707749870583;0,751997454549661;11;30;20;6;14;5;18;"LAC";107;0,520987414817661;0,380610023062491;0,751166461592931;9;32;24;7;11;4;20;0
"PHX";107;0,514106638454904;0,355912005477856;0,791789993256604;10;31;20;8;14;4;22;"CHI";102;0,474656019317612;0,360556343321779;0,774120339412576;12;33;21;6;13;6;18;1
"DEN";100;0,47693814414461;0,322959068098159;0,734733547049729;12;33;21;6;13;4;23;"CHA";94;0,455919924994557;0,300196725328268;0,727363574085309;10;33;20;5;10;5;18;0
"ORL";95;0,485396648716625;0,363364172433112;0,733139677304848;8;31;20;7;14;3;21;"DAL";106;0,522764373469737;0,360830479977701;0,763243259321922;10;31;23;8;12;4;19;0
"PHX";106;0,511515223595441;0,356098602181819;0,786458262807385;10;31;20;8;14;4;22;"MEM";101;0,491742957421451;0,34493894829513;0,784322405282613;10;32;22;8;12;4;19;0
"DET";98;0,461905015850127;0,340100292253514;0,700173774406167;13;32;21;7;13;4;18;"MIA";92;0,500030406301036;0,335755646789409;0,733792451382481;8;29;19;7;13;4;19;1
"NYK";92;0,468347981368657;0,372011730936633;0,759590802644208;10;29;21;7;13;4;21;"BOS";101;0,495807949984584;0,327555465514993;0,755638933481858;10;32;24;7;14;4;21;0
"MIL";98;0,492036270522418;0,382501397442401;0,767915457470394;10;31;23;9;15;4;22;"LAL";99;0,45968681204347;0,342279591725018;0,743731541348286;11;31;20;7;12;4;21;1
"TOR";105;0,504742757139154;0,347636106235344;0,78022088621708;11;30;21;7;12;4;21;"BKN";96;0,491571505446776;0,317150164268896;0,750399571014401;9;32;20;7;13;4;20;0
"ATL";103;0,511457972388963;0,390818214359022;0,772123428661667;8;32;25;8;13;4;18;"GSW";111;0,528731824370146;0,387753457575576;0,771795986570375;10;34;27;9;14;6;19;1
"DET";98;0,464595584038453;0,339834921315468;0,702178020558163;12;32;21;7;13;4;18;"DEN";100;0,475376890100622;0,319275910526365;0,73849635597041;12;33;21;7;13;4;23;1
"IND";95;0,470237130443603;0,331603897169671;0,75318435649374;10;34;21;6;13;4;20;"CLE";101;0,500059548321;0,349124813435142;0,750268206854886;11;31;21;7;13;4;18;1
"OKC";99;0,485332321082891;0,318684308647781;0,725415949650427;11;34;20;7;14;6;22;"NOP";100;0,487291689732846;0,352487708864375;0,763781858996195;12;32;21;7;12;5;18;0
"PHX";106;0,508222750810004;0,357390734477439;0,784652014173229;10;31;20;8;14;4;22;"UTA";95;0,491906871867838;0,340208855633445;0,744236925584956;11;31;20;6;14;5;18;1
"MIL";98;0,494140246019094;0,379958090045582;0,766628095189133;10;31;23;9;15;4;22;"BOS";101;0,493952744000239;0,328708559769826;0,75361824453177;10;32;24;8;13;3;21;1
"NYK";92;0,466100483640383;0,371039593339989;0,762098199080306;10;29;21;7;13;3;21;"GSW";111;0,527052166146848;0,389636040074034;0,773051850790028;10;34;27;9;14;6;19;0
"UTA";95;0,493382505343066;0,338698052478609;0,742331472603475;11;31;20;6;14;5;18;"SAC";100;0,483399003269006;0,329298599907926;0,779554709071145;10;33;19;6;15;3;21;1
"CHA";94;0,456760134592596;0,302906095955711;0,732812925251015;10;33;20;5;11;5;18;"IND";95;0,470069848349273;0,332311919390093;0,75562311886886;10;34;21;6;13;4;20;0
"MEM";100;0,492068365560504;0,341491056414521;0,786674885813905;10;32;22;8;12;4;19;"ATL";103;0,509699165227636;0,39099478715981;0,774757418669922;8;32;25;8;13;4;18;1
"ORL";96;0,487619366533118;0,362937074007348;0,73628792532975;9;31;20;7;14;3;21;"CHI";101;0,474558668045227;0,361643127710558;0,777618656451725;12;33;21;6;13;6;18;0
"SAC";100;0,483254832727435;0,329379294576434;0,776344567270674;10;33;19;6;15;3;21;"PHX";105;0,507019386538956;0,354016785309401;0,783165794149983;10;31;20;8;14;4;22;1
"IND";95;0,469085708715536;0,333229663947872;0,760234003418504;10;34;21;6;13;4;20;"SAS";100;0,490719110326836;0,358948945309175;0,767948147098581;10;33;24;7;13;5;19;0
"MIN";97;0,460480848945445;0,331495703315631;0,760472195333405;12;28;22;8;14;4;19;"ATL";103;0,509951575753095;0,392602252990578;0,778063882468602;8;32;25;8;13;4;18;0
"NOP";99;0,48310113040527;0,354819012534132;0,761740798485352;12;31;21;7;12;6;18;"UTA";96;0,491907200753136;0,34042638663424;0,741213762097942;11;30;20;6;13;5;18;0
"CHA";94;0,454723924177016;0,304292517187332;0,733830259106078;10;33;20;5;11;5;18;"DET";98;0,467110845018134;0,33806263258466;0,707241628701766;12;32;21;7;13;4;18;0
"LAL";99;0,458139711462226;0,342931886096598;0,740248615330791;11;31;20;7;12;4;21;"DEN";100;0,479671529209013;0,318009434118362;0,737417061498838;12;32;21;7;13;4;23;0
"MEM";100;0,491910723294762;0,340996795208169;0,784623445702099;10;32;22;8;12;4;19;"BKN";95;0,491161379307354;0,314003026535702;0,74566734182826;9;31;20;7;13;4;20;1
"CLE";102;0,503622710274399;0,353702682297813;0,748211489641937;11;31;21;7;13;4;18;"MIA";92;0,497385377512594;0,342052415218195;0,739224272835228;8;29;20;7;13;4;19;1
"DAL";106;0,515979612370315;0,358721783035693;0,759633205457833;10;31;23;8;11;4;19;"UTA";95;0,489655159599451;0,341160046222794;0,737111795337783;11;31;20;7;14;5;18;1
"LAC";106;0,521371558790564;0,367552172576094;0,743261600474511;9;32;24;7;11;4;20;"HOU";103;0,49922350752428;0,351465794875624;0,718982400188287;12;31;21;9;16;4;22;1
"TOR";105;0,503701023592459;0,349922790110751;0,782258030839346;11;30;21;7;12;4;21;"WAS";99;0,495439586551878;0,37538935428283;0,732259183106701;10;33;24;7;14;4;21;1
"NYK";92;0,463374115775304;0,369253443092706;0,762488725815394;10;29;21;7;13;4;22;"MIA";93;0,497274812346862;0,344089162100871;0,739292817552622;8;29;20;8;13;4;19;0
"MIA";93;0,496429221437213;0,343163763674166;0,739319630944995;8;29;20;7;13;4;19;"NOP";99;0,48171581401247;0,355661192620559;0,762754350239523;12;31;21;6;12;5;18;0
"DAL";105;0,513410202135269;0,357169123759901;0,761562192654031;10;31;22;8;12;4;19;"CHA";94;0,453781233646498;0,304271611742447;0,734286688255996;10;33;20;5;11;5;18;1
"IND";96;0,472317305169539;0,337426092579509;0,764957806061771;10;34;21;6;13;4;20;"GSW";110;0,522621172722028;0,385926601783719;0,772826738441676;10;34;27;9;14;6;19;1
"OKC";101;0,488224140834144;0,324645982649083;0,733160761205193;12;34;20;7;14;6;22;"DEN";100;0,476711686767556;0,316054364304785;0,738177653201911;12;32;21;7;13;4;22;1
"POR";101;0,483603713469337;0,357740622849633;0,801231250638534;10;35;22;6;13;5;18;"MEM";100;0,490227092902464;0,337626543533793;0,785430364617216;10;32;21;8;12;4;19;0
"DEN";99;0,474595566561419;0,315040166000401;0,735547857446682;12;32;21;7;13;4;22;"BKN";96;0,491856958035637;0,314718963824503;0,74958519121841;10;32;20;7;13;4;20;0
"PHX";106;0,507570768100468;0,356446364716124;0,775525693145683;10;31;20;8;14;4;22;"BOS";101;0,488812201311375;0,328813310546181;0,753300105071888;11;32;24;8;13;3;21;0
"DAL";105;0,513182910573654;0,358251895078868;0,762778652665545;10;31;22;8;12;4;19;"TOR";104;0,499972547140775;0,346754536525035;0,777919841682773;11;30;20;7;12;4;21;1
"ATL";102;0,507968177380512;0,384758835194096;0,775892442240157;8;32;25;8;13;4;17;"DAL";105;0,514493807642324;0,354969202203897;0,763028638084082;10;31;22;8;12;4;19;1
"MIL";98;0,491381168953174;0,374952755031037;0,769029407215599;10;31;23;9;15;4;22;"PHI";90;0,453231223341927;0,308746404169525;0,68990724477594;11;30;20;9;17;6;21;1
"UTA";95;0,487518573599252;0,345205043746573;0,731556801917468;11;31;20;7;14;5;19;"LAL";99;0,460127757855807;0,339546039128722;0,743984607231771;11;31;20;7;12;4;21;0
"ATL";102;0,506796312253262;0,385911491539471;0,775446020822223;8;32;25;8;13;4;17;"ORL";95;0,490031532474443;0,354100490802868;0,72662531894038;9;31;20;7;14;3;21;1
"CHI";101;0,474485030827714;0,358198855344879;0,781391227008839;12;33;21;6;13;6;18;"MIN";97;0,458518382442886;0,326138830255255;0,761265000659131;12;29;21;8;14;3;19;1
"DET";98;0,465130112464541;0,338929874903702;0,70379557275154;12;32;21;7;12;4;19;"NYK";92;0,463164277971443;0,360107931445959;0,767846773001749;10;29;21;7;13;4;22;0
"HOU";103;0,499258667964547;0,347281226112144;0,718792289209146;12;31;21;9;16;4;22;"BKN";96;0,491267499272795;0,313633062455421;0,751980958198705;10;32;20;7;13;4;20;1
"IND";96;0,471757852921078;0,337844072535809;0,760847813614067;10;34;21;6;13;4;20;"CLE";102;0,505578922365267;0,352600665424715;0,748805203592607;11;31;21;7;13;4;18;1
"LAL";99;0,46095819520162;0,339437044290206;0,742893968189427;11;31;20;7;12;4;21;"MIL";98;0,490298242394868;0,372544847489934;0,768255416246959;10;31;23;9;15;4;22;1
"TOR";104;0,499816280654021;0,343910806271469;0,778669992195632;11;30;20;7;12;4;21;"GSW";110;0,520132666712028;0,389632947930093;0,768466438267529;10;34;27;9;14;5;19;0
"MIN";97;0,457359519777079;0,32686783408933;0,762188273316988;12;29;21;8;14;3;19;"MEM";99;0,489296402509068;0,334979362893009;0,781334865749176;10;32;21;8;12;4;19;0
"NYK";92;0,46318361308031;0,360251261121573;0,768219650781211;10;29;21;7;13;4;22;"TOR";104;0,499819394541241;0,342757437842554;0,778789387001033;11;30;20;7;12;4;21;1
"WAS";98;0,493739755498399;0,362862673756508;0,735995386008152;10;33;24;7;14;4;21;"DET";98;0,466840411165973;0,338400424611983;0,700744961752522;12;32;21;7;12;4;19;1
"DEN";99;0,471877944108309;0,313863012630853;0,728939798365409;12;32;21;7;13;4;22;"NOP";99;0,486902683232496;0,356918369083881;0,760000627482345;11;31;21;6;12;5;18;0
"HOU";103;0,499656440926627;0,347609792901204;0,719963246813716;12;31;21;9;16;4;22;"CLE";102;0,50520481905911;0,351738359434146;0,745116749825671;11;31;21;7;13;4;18;1
"ORL";95;0,487853029600154;0,354852941773312;0,727008510433161;9;31;20;7;14;3;21;"CHA";94;0,455490150876994;0,309421337551602;0,735985983399631;10;33;20;5;11;5;18;0
"BKN";96;0,492526474393656;0,31852456176534;0,749476367436231;10;32;20;6;13;4;19;"GSW";110;0,519019179241084;0,38860436081418;0,768618485809802;10;34;27;9;14;6;19;1
"ATL";102;0,506374836737607;0,384312142970913;0,776383534413863;8;32;25;8;13;4;17;"HOU";103;0,499832234938394;0,347507353263419;0,715371266774228;12;31;21;9;16;4;22;1
"HOU";103;0,500400276310235;0,348250792437087;0,720037311581208;12;31;22;9;16;4;22;"MEM";99;0,489481512264967;0,33252550534203;0,780419369192212;10;32;21;8;12;4;19;0
"NOP";99;0,486027448731848;0,355754769160756;0,760697328220629;11;31;21;6;12;6;18;"DET";98;0,466654674355401;0,335141369916069;0,70202884201961;12;32;21;7;13;4;19;1
"SAS";100;0,492556712320285;0,35576488574009;0,774284740931922;10;33;24;7;13;5;19;"SAC";100;0,480899064905058;0,328420220536441;0,772379971044212;10;33;19;6;15;3;21;1
"CHA";95;0,45886171947922;0,311544737610594;0,73916748300077;10;34;20;5;11;5;18;"TOR";104;0,500953711930957;0,345555944104684;0,78437769306961;10;30;20;7;12;4;21;1
"ORL";95;0,490001884607119;0,356153906584742;0,730913002165441;9;31;20;7;14;3;21;"SAC";100;0,480930057501468;0,32911938970034;0,771787673281195;11;33;19;6;15;3;21;1
"GSW";109;0,519272370596985;0,391534818970745;0,766069855622735;10;34;27;9;14;6;19;"LAC";106;0,520557528309345;0,364918118456322;0,723353855037603;9;32;24;7;11;4;21;1
"ORL";95;0,489797528237056;0,355560592703446;0,729909153173273;9;31;20;7;14;3;21;"BOS";100;0,482107614282373;0,332587730564407;0,755813808614191;11;32;24;7;13;3;21;1
"SAS";101;0,494940168383094;0,356935226669296;0,774295594841254;9;33;23;7;13;5;19;"CHI";101;0,47280909182716;0,354053395550478;0,783870780220683;12;33;21;6;13;6;18;1
"LAC";106;0,520236316929511;0,364760627694151;0,720384784385974;9;32;24;7;11;4;21;"MIN";97;0,457785762782214;0,326017681966823;0,760215668794976;12;29;21;8;14;3;19;1
"MIA";94;0,499007733093631;0,341003419907596;0,743456422859335;8;29;20;8;13;4;19;"BOS";100;0,48291649251195;0,331094380071432;0,758803528968611;11;32;24;7;13;3;21;0
"PHX";104;0,50122140763051;0,350080150459885;0,770709681807071;10;32;20;8;14;4;22;"GSW";109;0,517720831120855;0,391983528966534;0,76644733672899;10;34;26;9;14;6;19;0
"OKC";102;0,48613929347356;0,328390941663185;0,743274065603948;12;35;20;7;14;6;22;"LAC";106;0,518921644495144;0,366841233421934;0,720758570027172;9;32;24;7;11;4;21;0
"IND";96;0,472424904778939;0,340846064472951;0,764747294832337;10;34;21;6;13;4;20;"MIL";97;0,486693125631206;0,372485683205914;0,766112036149899;10;31;23;9;16;4;22;1
"WAS";98;0,49457680185597;0,356894584253205;0,740484541697841;10;33;24;7;14;4;21;"MEM";99;0,489070813920454;0,328448364185885;0,781046693847464;10;32;21;8;12;4;19;1
"BOS";100;0,482669102120952;0,331386925708445;0,755633198100107;11;32;24;8;13;3;21;"ORL";95;0,486148021329286;0,35592130755557;0,730062474672977;9;31;20;7;14;3;21;1
"DAL";104;0,512229409046873;0,352047210764848;0,764122382642183;10;31;22;8;12;4;19;"LAC";106;0,519847074124006;0,366964851097359;0,716151116945952;9;32;24;7;11;4;21;1
"MEM";99;0,488526180376205;0,33212988247744;0,782470228789169;10;32;21;8;12;4;19;"MIL";97;0,486465928473272;0,370829201562444;0,764605288127426;10;31;23;9;15;4;21;1
"WAS";98;0,495347676758979;0,359062848128156;0,741742797304914;10;33;24;7;14;4;21;"SAC";100;0,480879321140681;0,331517956021829;0,776265544567257;11;33;19;6;15;3;20;1
"LAC";105;0,518484751056057;0,368376397521853;0,714168761966659;9;32;24;7;11;4;21;"HOU";103;0,500310475737972;0,342752256865176;0,720450236666368;12;31;21;9;16;4;22;0
"ORL";95;0,486032033803343;0,357653114952198;0,727496196450662;9;31;20;7;14;3;21;"CLE";103;0,50787315130909;0,360197823017611;0,754192767046871;11;31;21;7;13;4;18;0
"BOS";100;0,483502172596301;0,331734508046284;0,755678945343826;11;32;24;7;13;3;20;"PHI";90;0,449290823720605;0,309881041000474;0,677838707367538;11;31;20;9;17;6;21;1
"MIA";94;0,501709378135634;0,337166480468293;0,742361344530632;8;29;20;8;13;4;19;"CLE";103;0,506498808221434;0,359808482587404;0,754534578796595;11;31;21;7;13;4;18;1
"LAC";105;0,518074181742524;0,368473803440649;0,714170481853704;9;32;24;7;11;4;21;"CHA";94;0,45530205169969;0,311356041708622;0,743332127922973;9;34;20;5;11;5;18;1
"LAL";98;0,46075301661656;0,338996446312262;0,741043355715261;11;32;20;7;12;4;21;"UTA";94;0,486704989228437;0,347165847346333;0,726146719859229;11;32;20;7;14;6;18;0
"LAC";106;0,518598192716347;0,371963103197977;0,7128994183127;9;32;24;7;11;4;21;"WAS";98;0,495080844756549;0,364387323607687;0,740465918375996;10;33;24;7;14;4;21;1
"MIA";95;0,502546450254287;0,343977760454519;0,741590875971902;8;29;20;8;13;4;19;"DEN";100;0,476061652238864;0,32192102807821;0,726866797372276;12;32;21;7;13;4;22;1
"HOU";103;0,501827750436727;0,343814116051708;0,722459646666381;11;31;22;9;16;4;22;"PHX";104;0,500970978467955;0,347820013172624;0,76383004797017;11;32;20;8;14;4;21;0
"MIN";97;0,460788225422899;0,325941017859513;0,766229056721323;12;29;21;8;14;3;19;"CHA";94;0,456032207219662;0,31200243263876;0,745366477101709;9;33;20;5;11;5;18;0
"PHX";104;0,502365753419111;0,346945284616872;0,761645056480082;11;32;20;8;14;4;21;"DAL";104;0,510521810536681;0,352581862229968;0,758626838779326;10;31;22;8;12;4;19;1
"BKN";97;0,491042840618542;0,319390165633053;0,744784028459358;10;31;20;6;13;4;19;"BOS";100;0,484894993318197;0,329940772017926;0,752299212092487;11;32;24;8;13;3;21;0
"NOP";99;0,484806294757576;0,364092125175162;0,759129338621189;11;32;21;6;12;6;18;"HOU";103;0,501991695166461;0,345599548548758;0,725995233322904;11;31;22;9;16;4;22;0
"NYK";91;0,455805722296118;0,352954400356635;0,764267050534531;10;29;21;7;13;4;21;"LAC";106;0,52050804684024;0,371314197122257;0,712017751700954;9;32;24;7;11;4;21;0
"ORL";95;0,486691618964773;0,35279491020848;0,733713121715831;9;31;20;7;14;3;21;"ATL";102;0,50401933604442;0,385306438686062;0,778634685079122;8;31;25;8;13;4;17;0
"TOR";104;0,49802092781423;0,350181531155306;0,791150538563134;10;30;20;7;12;4;20;"CHI";100;0,475489458591881;0,356750313948948;0,783741969204574;11;34;21;5;13;5;18;0
"MIL";97;0,486039176879089;0,369912578212426;0,763281864310524;10;31;23;9;16;4;22;"IND";96;0,471423341077178;0,340335842929975;0,763790398988391;10;34;21;6;13;4;21;1
"BKN";97;0,490726083975709;0,318922697053415;0,749210221336505;10;32;20;6;13;4;19;"CLE";103;0,509115384861012;0,361999550476402;0,753492493851671;11;31;21;7;13;4;18;1
"PHI";91;0,4485521191962;0,316442825812118;0,676019075723619;11;31;20;9;17;6;21;"LAC";106;0,521648670649355;0,371896099948641;0,710660018469522;9;32;24;7;11;4;21;0
"SAS";102;0,500851217330504;0,362341659627582;0,779227613532533;9;33;24;7;13;5;19;"DAL";104;0,509690206665286;0,350324880256599;0,757512369715474;10;31;22;8;12;4;19;1
"WAS";98;0,490648245950298;0,360398165027888;0,738705788987052;10;33;23;7;14;4;21;"CHA";94;0,452256490734229;0,312481203090644;0,744958638029001;10;34;20;5;11;5;18;1
"MIL";97;0,485279127271917;0,36667176663874;0,764384167539147;10;31;23;9;16;4;22;"GSW";109;0,517365039679875;0,396136850818616;0,773712302481802;10;34;27;9;14;6;19;0
"BOS";100;0,485107583752143;0,326261321261927;0,75338196457479;11;32;24;7;13;3;21;"LAC";106;0,521875871565736;0,372360341841227;0,709164612814529;9;33;24;7;11;4;21;0
"CLE";103;0,507488470052113;0,362390281107731;0,752334816155871;11;31;21;7;13;4;18;"PHI";91;0,448496610077933;0,316671075913756;0,674090890015642;11;31;20;9;17;6;21;1
"CHA";95;0,455138197692933;0,313930611646643;0,748636116517817;9;34;20;5;11;5;18;"BOS";100;0,486274083585608;0,326530139165872;0,753189376334355;11;32;24;7;13;3;21;0
"MIN";97;0,461527265855572;0,329621565397107;0,770869577117302;11;29;21;8;14;3;19;"TOR";104;0,499718084962675;0,351985717720542;0,788674059233629;10;30;20;7;12;4;20;0
"CLE";103;0,508120931703474;0,363261085679622;0,75243567383803;11;31;21;7;13;4;18;"MIA";94;0,498443323144618;0,342973977053256;0,744071816011563;8;29;20;8;14;4;19;1
"DAL";104;0,511117486134408;0,349316779382773;0,756289261656786;10;31;22;8;12;4;20;"HOU";103;0,502500829161356;0,34741570046141;0,721366522984531;11;31;22;9;16;4;22;0
"MIN";97;0,462405879288952;0,326480611785423;0,771006161628917;11;29;21;8;14;3;18;"ORL";95;0,487522957503827;0,349129741815686;0,738118494706236;9;31;20;7;14;3;21;0
"WAS";98;0,491138435375932;0,359823237460998;0,737004430037749;10;33;23;7;14;4;20;"NYK";91;0,454719191830461;0,351990418590658;0,766827061989052;10;29;21;7;13;4;21;1
"DET";98;0,467829992726015;0,333331788961752;0,706723586132615;12;32;21;7;12;4;18;"MIA";94;0,499271746639714;0,341750635249924;0,743896781995216;8;29;20;8;14;4;19;1
"TOR";104;0,501982673974158;0,350227151973381;0,78804102027942;10;30;20;7;12;4;20;"BOS";101;0,488016558362093;0,325019196902888;0,756418453499342;11;32;24;7;13;3;21;0
"IND";97;0,46884571860374;0,350400282885419;0,759385143285694;10;34;21;6;13;4;21;"MIA";94;0,500119076281176;0,338611016610314;0,743121635817561;8;29;19;8;14;4;20;1
"SAC";101;0,483319119353995;0,338255726635619;0,765360491031353;11;33;20;6;15;3;20;"MIN";97;0,463245114973862;0,326341765836056;0,770269532442641;11;29;21;8;14;3;19;1
"DET";98;0,469213679687958;0,334044059473638;0,70535533502835;12;32;21;7;12;4;19;"BOS";101;0,488663288876189;0,324515287785085;0,759164219932608;11;32;24;8;13;3;21;0
"POR";102;0,490854492381215;0,365364615418467;0,804907661877581;10;35;21;6;13;4;18;"MIN";97;0,462330330062555;0,32565440053979;0,771004361602307;11;29;21;8;14;3;19;1
"MIA";94;0,499798236057498;0,336086405781924;0,743295771619649;8;29;19;7;13;4;19;"CHI";100;0,475215939506828;0,353837105555213;0,782323021542676;11;33;21;6;13;5;18;0
"ATL";102;0,50951224592935;0,382855529402297;0,776964150680703;8;31;25;9;13;4;17;"CHA";94;0,45177647757865;0,311698237435836;0,749054133175419;10;34;20;6;11;5;18;1
"DET";98;0,468836214620945;0,335869588715304;0,703031079274001;12;32;21;7;12;4;19;"IND";97;0,470497495578099;0,351159333321728;0,761981794391192;10;34;21;6;13;4;21;0
"LAL";98;0,462088814895052;0,341321367587115;0,738594206578973;11;32;20;7;12;4;21;"MIN";97;0,462699888210229;0,324063838507641;0,772786138112181;11;29;21;8;14;3;19;1
