"HOME";"All points";"All points for last 5 games";"Two points";"Two points for last 5 games";"Thre points";"Thre points for last 5 games";"Free throws";"Free points for last 5 games";"Attack jumps";"Attack jumps for last 5 games";"Defending jumps";"Defending jumps for last 5 games";"Assissts";"Assissts for last 5 games";"Stolen balls";"Stolen balls for last 5 games";"Lost balls";"Lost balls for last 5 games";"Blockages fouls";"Blockages fouls for last 5 games";"Personal fouls";"Personal fouls for last 5 games";"AWAY";"All points";"All points for last 5 games";"Two points";"Two points for last 5 games";"Thre points";"Thre points for last 5 games";"Free throws";"Free points for last 5 games";"Attack jumps";"Attack jumps for last 5 games";"Defending jumps";"Defending jumps for last 5 games";"Assissts";"Assissts for last 5 games";"Stolen balls";"Stolen balls for last 5 games";"Lost balls";"Lost balls for last 5 games";"Blockages fouls";"Blockages fouls for last 5 games";"Personal fouls";"Personal fouls for last 5 games";"WINNER"
"CHA";94;89;0,454723924177016;0,44348151649213;0,304292517187332;0,342792960662526;0,733830259106078;0,794617098301309;10;7;33;34;20;21;5;5;11;11;5;7;18;20;"DET";98;104;0,467110845018134;0,521764625390386;0,33806263258466;0,34048104131296;0,707241628701766;0,801724941724942;12;11;32;31;21;22;7;6;13;11;4;4;18;18;-28
"MEM";100;96;0,491910723294762;0,486805797686259;0,340996795208169;0,289498221077168;0,784623445702099;0,789412274000509;10;11;32;31;22;21;8;10;12;12;4;5;19;17;"BKN";95;92;0,491161379307354;0,488991892507433;0,314003026535702;0,315726741095162;0,74566734182826;0,725017516753912;9;11;31;30;20;20;7;5;13;14;4;5;20;19;9
"DET";98;100;0,465868051591872;0,504705801860974;0,33973872139923;0,336195327027246;0,707216456928421;0,77623474564651;12;11;32;30;21;20;7;6;12;11;4;3;18;18;"SAS";100;97;0,491358186809998;0,498431209425062;0,359164443895235;0,335436143039591;0,770611218079568;0,790630039894746;10;12;33;32;24;26;7;9;13;11;5;5;19;15;-17
"OKC";100;115;0,487833990345627;0,530464339581987;0,324230479856397;0,383333333333333;0,7318763037559;0,809573479152427;11;11;34;34;20;22;7;6;14;12;6;7;22;22;"MEM";100;93;0,490278547485529;0,476220212100673;0,337707547499839;0,268286099865047;0,784284638550487;0,783922077922078;10;10;32;31;22;20;8;9;12;12;4;4;19;18;16
"CHI";102;102;0,476641572986118;0,496099998937481;0,361976796088428;0,375897233201581;0,779112362433095;0,828034188034188;11;10;33;33;21;23;6;7;13;10;6;3;18;15;"CLE";102;107;0,504230243488265;0,56284459276373;0,35196380654929;0,356894288507192;0,747830784871588;0,715773524720893;11;11;31;34;21;24;7;7;13;15;4;4;18;19;15
"LAC";106;111;0,522550383113494;0,554158897794199;0,368524908194328;0,314414742389571;0,739188312633716;0,696274632838789;9;10;32;30;24;24;7;9;11;10;4;3;20;23;"SAS";100;98;0,49317165954103;0,500903736897589;0,359127007103525;0,319364714468163;0,771638546569238;0,841561716913379;10;12;33;31;24;26;7;8;13;12;5;5;19;19;4
"ATL";103;99;0,508691741087491;0,470737833594976;0,386542273356998;0,376730331576067;0,773749570009929;0,813964676138589;8;7;32;33;25;22;8;9;13;14;4;5;17;16;"TOR";105;100;0,502790735276774;0,491408021771529;0,351467429800058;0,38009324009324;0,781660659897876;0,784170709170709;11;9;30;33;21;21;7;9;12;12;4;5;21;16;-25
"LAL";99;97;0,458046674209096;0,441973323432226;0,341553168898173;0,334434225195095;0,743483340944337;0,741050976985641;11;15;31;30;20;22;7;8;12;10;4;4;21;19;"BKN";95;93;0,490773206778802;0,483109539566256;0,317063167095226;0,316227994227994;0,747321417139676;0,717771139942317;9;11;31;31;20;21;7;5;13;15;4;5;20;20;-9
"MIL";99;102;0,491859998055436;0,490132527879007;0,380865768170622;0,36483660130719;0,770531753200511;0,796171451355662;10;9;31;33;23;24;9;9;15;12;4;4;22;20;"DEN";100;97;0,478132273559548;0,507444592877088;0,317106125509332;0,246919746919747;0,736106869001946;0,753654990686475;12;11;32;30;21;20;7;8;13;12;4;6;23;21;8
"MIN";97;101;0,460017320140243;0,475290124585899;0,330770112893006;0,329418767507003;0,759181874330876;0,78276678029;12;14;29;32;22;21;8;6;14;14;4;3;19;20;"PHX";105;99;0,505559466472065;0,446001895238306;0,357021687069438;0,366252535945631;0,782135718350981;0,738910273786934;10;12;31;30;20;19;8;9;14;12;4;5;22;21;2
"UTA";95;93;0,489208161113893;0,46437942135166;0,342249674996446;0,364207933627171;0,732176173855493;0,598466755123102;11;13;31;33;20;20;7;9;13;11;5;6;19;20;"POR";102;99;0,485000758805693;0,512412026279185;0,357070275236859;0,279212171773351;0,801022570094803;0,862615283267457;10;10;34;38;22;20;6;7;13;14;5;5;18;15;16
"IND";96;102;0,472317305169539;0,493535087374089;0,337426092579509;0,396812485759854;0,764957806061771;0,885046991655687;10;8;34;35;21;23;6;6;13;13;4;3;20;22;"GSW";110;99;0,522621172722028;0,463958916900093;0,385926601783719;0,36838878618189;0,772826738441676;0,782721956406167;10;9;34;34;27;24;9;9;14;12;6;5;19;18;6
"MIL";98;97;0,492007998090791;0,477312015058494;0,37848639056752;0,367777777777778;0,77470390314232;0,849504784688995;10;9;31;33;23;22;9;9;15;15;4;5;22;20;"ATL";102;94;0,507753323405164;0,469965903770415;0,384996875618481;0,325619220464955;0,775238735851588;0,807014869188782;8;10;32;32;25;21;8;8;13;15;4;6;17;16;-11
"NYK";92;88;0,462676404579389;0,413476386806597;0,365410557524513;0,323801169590643;0,764209710021348;0,797611061968647;10;12;29;28;21;21;7;8;13;13;4;4;21;21;"CLE";102;111;0,507066009698253;0,579933208021682;0,353436634177013;0,398279569892473;0,745275318735743;0,693349282296651;11;8;31;35;21;26;7;7;13;14;4;4;18;17;-18
"OKC";101;112;0,488224140834144;0,503022460631156;0,324645982649083;0,369191919191919;0,733160761205193;0,794083134257047;12;15;34;39;20;24;7;6;14;15;6;6;22;21;"DEN";100;96;0,476711686767556;0,48387316430566;0,316054364304785;0,265438265438265;0,738177653201911;0,741836808868293;12;11;32;29;21;20;7;9;13;11;4;5;22;21;25
"ORL";95;92;0,48999567398834;0,52110893556913;0,355640488436051;0,277709266578832;0,732386421321913;0,697619047619048;9;9;31;30;20;18;7;8;14;13;3;4;21;22;"PHI";90;92;0,453177195785921;0,454546763749157;0,30434891270824;0,365064791133845;0,690900454223705;0,68455937658712;11;10;30;35;20;20;9;8;17;19;6;5;21;21;5
"HOU";103;106;0,499076097914329;0,530723839379012;0,347762454966798;0,290483151027616;0,716207139874178;0,703073323013922;12;15;31;33;21;23;9;10;16;18;4;7;22;26;"MIN";97;104;0,457956399167997;0,450873457919233;0,329806615890911;0,326150793650794;0,761695583841876;0,785783371541885;12;16;29;33;22;21;8;7;14;15;4;4;19;20;11
"OKC";101;108;0,487212411267853;0,478419286027982;0,325529386462257;0,344191919191919;0,735892833620696;0,823289483463397;12;16;35;41;20;23;7;8;14;15;6;6;22;19;"IND";96;100;0,472237035525931;0,494775782163171;0,337579211063269;0,392359044464308;0,762701767996891;0,836319718928415;10;8;34;36;21;24;6;6;13;13;4;3;20;20;13
"WAS";99;94;0,497276295304618;0,524452231712357;0,367793755886336;0,242262838468721;0,733192910311611;0,74537037037037;10;12;33;34;24;24;7;5;14;18;4;4;21;18;"GSW";110;101;0,522064064216672;0,473180665300946;0,38844164861059;0,376736612268846;0,771587027599075;0,757231760327736;10;8;34;32;27;25;9;10;14;11;6;4;19;18;-7
"ATL";102;97;0,507968177380512;0,489965903770415;0,384758835194096;0,31990493475067;0,775892442240157;0,787696687370601;8;11;32;31;25;23;8;8;13;15;4;5;17;16;"DAL";105;95;0,514493807642324;0,498149955634428;0,354969202203897;0,313690813054141;0,763028638084082;0,800378396972824;10;10;31;33;22;19;8;8;12;16;4;3;19;17;17
"CHI";101;97;0,475238751518378;0,460692703276154;0,35936913594315;0,337593448750738;0,780854868853819;0,797349118273031;12;13;33;35;21;23;6;5;13;15;6;6;18;18;"CHA";94;92;0,454621574852926;0,430772839426593;0,303934205814662;0,367919799498747;0,734788835049609;0,765128205128205;10;10;33;31;20;21;5;6;11;10;5;5;18;20;-12
"NOP";99;96;0,483879025694095;0,491969136697872;0,358875632432916;0,401064479380269;0,76080636749797;0,751088285229202;12;8;31;32;21;23;6;6;12;14;5;5;18;18;"BKN";96;100;0,4911087265323;0,500596760443308;0,315057406906482;0,322;0,749289702893227;0,766503342755867;9;11;32;33;20;20;6;6;13;13;4;6;19;18;6
"CLE";102;107;0,507691236626503;0,551631321229229;0,353316866066045;0,349150050762954;0,748179625929527;0,747835497835498;11;7;31;36;21;21;7;8;13;14;4;3;18;19;"GSW";110;103;0,520652798402632;0,465640982761264;0,388275624905445;0,404322819165398;0,767127550542249;0,715126497169841;10;9;34;31;27;26;9;9;14;11;6;4;19;20;11
"BOS";101;109;0,488581248526295;0,468066414459857;0,332277351298564;0,369904607813395;0,755860815605035;0,739458689458689;11;12;32;32;24;26;8;10;13;12;3;3;21;21;"CHA";94;91;0,454407313709475;0,430408540701638;0,307010210642801;0,348872180451128;0,736373488205236;0,772691230338289;10;10;33;33;20;20;5;7;11;11;5;6;18;19;8
"DEN";99;87;0,471831421227652;0,388726276625227;0,314572249525742;0,278138092843975;0,73237993687678;0,678986415882968;12;15;32;27;21;19;7;10;13;14;4;4;22;18;"UTA";95;93;0,49016382445436;0,472032710947097;0,346667611901395;0,411576354679803;0,732924644156176;0,646717817561807;11;11;31;36;20;18;7;10;14;15;6;7;19;21;-22
"HOU";103;104;0,499258667964547;0,499631368631369;0,347281226112144;0,302924797219262;0,718792289209146;0,716777112830244;12;13;31;35;21;23;9;10;16;16;4;8;22;23;"BKN";96;100;0,491267499272795;0,486871270247229;0,313633062455421;0,297058823529412;0,751980958198705;0,820187553282182;10;12;32;33;20;18;7;7;13;13;4;5;20;19;4
"PHI";90;95;0,451286297627668;0,442652946601602;0,309692782781022;0,385068828704502;0,688661379500899;0,672542664978877;11;11;30;30;20;21;9;9;17;18;6;6;21;21;"WAS";98;88;0,493341422891417;0,470681255358429;0,363080685176109;0,230147058823529;0,736266494245578;0,779545454545455;10;11;33;34;24;22;7;4;14;17;4;4;21;23;8
"SAC";100;101;0,482728994139035;0,469254502320935;0,32567685933502;0,320454545454545;0,771733256752684;0,776263099219621;11;13;34;37;19;21;6;6;15;19;3;5;21;21;"SAS";100;99;0,491069608536489;0,488010678837292;0,356906624481384;0,332973738694562;0,772840198529981;0,796467391304348;10;9;33;31;24;22;7;7;13;14;5;5;19;21;-11
"PHX";105;103;0,503960562843293;0,486372622926803;0,355157166138438;0,334647435897436;0,771967662456653;0,660119047619048;10;12;32;36;20;20;8;7;14;16;5;5;22;22;"SAS";100;96;0,491337061189573;0,471523398993848;0,354425602300166;0,303650430423886;0,77469634671043;0,807720588235294;10;10;33;34;24;19;7;7;13;14;5;5;19;19;-27
"IND";96;97;0,471752271878832;0,481641023058263;0,334942760571926;0,330090136901282;0,760833443891795;0,730465312798146;10;9;34;38;21;22;6;8;13;12;4;4;20;19;"PHI";90;91;0,450417038345843;0,434517353381263;0,307974826010722;0,362735495371169;0,687956251433585;0,670919946926139;11;10;30;31;20;20;9;9;17;18;6;5;21;22;20
"CLE";102;102;0,505781896276824;0,491143003272536;0,351825528752028;0,333458926907203;0,749227769989773;0,794285714285714;11;12;31;37;21;20;7;8;13;14;4;5;18;22;"BOS";101;103;0,485703557374637;0,438322824716267;0,329579244635321;0,368487208008899;0,756243833197684;0,790120663650075;11;12;32;34;24;24;8;7;13;11;3;2;21;18;31
"MEM";99;88;0,488164856894806;0,465892708012106;0,333924242720708;0,293939393939394;0,779688690504543;0,717678610087669;10;10;32;30;21;19;8;8;12;15;4;4;19;19;"UTA";95;93;0,490320343787472;0,502331916662125;0,342928494086556;0,35025974025974;0,735617265690036;0,772781057503093;11;11;31;36;20;19;7;10;14;18;6;7;19;20;-11
"HOU";103;102;0,500400276310235;0,515231074344375;0,348250792437087;0,353720172104318;0,720037311581208;0,762935234699941;12;9;31;31;22;25;9;8;16;13;4;6;22;19;"MEM";99;90;0,489481512264967;0,494477058984516;0,33252550534203;0,277272727272727;0,780419369192212;0,736230646286764;10;9;32;29;21;20;8;8;12;15;4;4;19;19;-2
"IND";96;97;0,471935711025679;0,473274714409308;0,336936138804818;0,348271955083101;0,761347330938043;0,725162282495116;10;9;34;38;21;21;6;7;13;11;4;6;20;18;"NYK";92;97;0,461633048199855;0,450156128024981;0,357523188781157;0,270762132604238;0,766428754209277;0,790838240276492;10;11;29;34;21;20;7;6;13;13;4;6;22;24;23
"CHI";101;94;0,472505795585626;0,449635680981908;0,35659181737983;0,288350676216409;0,780265183352911;0,747806577480491;12;14;33;34;21;22;6;4;13;11;6;5;18;17;"OKC";102;112;0,48566106680644;0,467975739946328;0,326633967431122;0,33922619047619;0,742196884924505;0,814063069787932;12;11;35;37;20;20;7;6;13;10;6;5;22;22;3
"POR";102;105;0,483585787982384;0,483388607625896;0,359086635436561;0,373892773892774;0,805034485357865;0,846870067270512;10;10;35;39;22;20;6;6;13;14;4;4;18;17;"DAL";104;91;0,512533365135127;0,502362055933484;0,351104455613689;0,280754305117633;0,768240357578875;0,845707070707071;10;8;31;31;22;17;8;8;12;12;4;3;19;16;19
"HOU";103;101;0,500521828433239;0,53045473956804;0,346090065370129;0,319304587688734;0,721972193652479;0,790935234699941;12;9;31;32;22;24;9;7;16;15;4;5;22;18;"DET";98;96;0,465966196648699;0,465976309154505;0,333038995847349;0,258102103680524;0,703056334484091;0,678258636788049;12;14;32;34;21;20;7;7;13;15;4;5;19;22;10
"BKN";96;98;0,489335244338225;0,467693989071038;0,320637611137039;0,399088556371165;0,744440194784169;0,659983644541366;10;12;31;30;20;19;6;6;13;14;4;1;20;20;"UTA";95;88;0,489006514764872;0,47581318430471;0,344277763588618;0,317033492822967;0,734472696410553;0,752120492110446;11;12;31;36;20;20;7;7;14;16;5;5;19;17;-7
"DET";98;97;0,466192548315655;0,479217688464849;0,331123620338291;0,225959246537667;0,704619941992412;0,718258636788049;12;14;32;33;21;21;7;7;13;14;4;5;19;21;"CHA";95;105;0,46059375898009;0,529881946010978;0,31222336775584;0,370610727421873;0,741305150777664;0,79653977158886;9;7;34;38;20;26;5;5;11;12;5;4;18;17;-7
"GSW";109;105;0,519272370596985;0,509637054108507;0,391534818970745;0,412835774626056;0,766069855622735;0,739228130001047;10;10;34;35;27;25;9;9;14;15;6;7;19;19;"LAC";106;98;0,520557528309345;0,50599889103688;0,364918118456322;0,328777635745378;0,723353855037603;0,559628237259816;9;9;32;37;24;21;7;7;11;11;4;6;21;23;8
"ORL";95;98;0,489797528237056;0,489029971741007;0,355560592703446;0,371200466200466;0,729909153173273;0,731025641025641;9;11;31;32;20;21;7;9;14;14;3;5;21;20;"BOS";100;93;0,482107614282373;0,409602910750452;0,332587730564407;0,336063978341843;0,755813808614191;0,755287330316742;11;13;32;31;24;21;7;6;13;10;3;2;21;19;5
"DEN";99;104;0,474084398387842;0,500120558886337;0,316517709867107;0,347843137254902;0,731370568601067;0,760053657381835;12;10;32;34;21;23;7;9;13;12;4;4;22;23;"NYK";92;87;0,459897598302521;0,422657450076805;0,355419463088464;0,301970923813029;0,763748256761666;0,717025171624714;10;9;29;32;21;17;7;5;13;14;4;6;22;23;28
"MIL";97;91;0,487686651462215;0,457392196643436;0,372720804416281;0,374761904761905;0,766733758637903;0,749082530372853;10;10;31;29;23;20;9;10;15;18;4;4;22;20;"NOP";99;97;0,48852809487064;0,50770795220074;0,359840927917422;0,394327122153209;0,765492937663584;0,830302197802198;11;10;31;30;21;21;6;6;12;16;6;7;18;17;-11
"IND";96;101;0,471569493910768;0,46938452939118;0,339762812971079;0,362020202020202;0,764414485453259;0,805787878787879;10;11;34;35;21;22;6;7;13;11;4;5;20;19;"ORL";95;98;0,48841602780264;0,469029971741007;0,35371033924104;0,349028520499109;0,729449012355223;0,763333333333333;9;12;31;32;20;20;7;9;14;13;3;5;21;20;32
"SAS";101;113;0,494191295774313;0,530402867733072;0,360969764517578;0,408102188937429;0,774703601272345;0,796319073083779;9;8;33;34;23;20;7;10;13;11;5;6;19;21;"TOR";104;106;0,499823556320439;0,499872665314964;0,345930753899846;0,383375883375883;0,786775612383407;0,881013071895425;10;10;30;25;20;22;7;6;12;7;4;4;21;21;10
"CHA";95;100;0,459651388565138;0,495989472892699;0,310488522988218;0,30782906464021;0,739444425600351;0,791275680840898;9;9;34;36;20;24;5;4;11;12;5;6;18;18;"SAC";100;105;0,481468227617424;0,46725302094044;0,332494656857466;0,380740740740741;0,77590889518844;0,803544891640867;11;12;33;29;19;21;6;8;15;15;3;3;21;18;-7
"OKC";102;110;0,48613929347356;0,485341987488564;0,328390941663185;0,368559523809524;0,743274065603948;0,781093372818235;12;11;35;36;20;21;7;6;14;14;6;6;22;22;"LAC";106;102;0,518921644495144;0,485775925596524;0,366841233421934;0,378662756598241;0,720758570027172;0,592612026520201;9;9;32;33;24;25;7;8;11;13;4;2;21;24;-12
"POR";102;104;0,484402096715557;0,493186743792468;0,360753983028105;0,361279461279461;0,804072407895792;0,822760552496861;10;10;35;40;22;20;6;4;13;15;4;3;18;19;"HOU";103;102;0,499993667846425;0,503972945500039;0,34639946280888;0,332117567719456;0,719960834339969;0,719932367149758;12;11;31;33;22;24;9;8;16;15;4;4;22;17;5
"WAS";98;95;0,49457680185597;0,504621358146829;0,356894584253205;0,285277510213572;0,740484541697841;0,794354409974104;10;10;33;34;24;22;7;9;14;13;4;5;21;21;"MEM";99;93;0,489070813920454;0,4841424337863;0,328448364185885;0,279522670312144;0,781046693847464;0,788574589710492;10;9;32;31;21;21;8;11;12;15;4;4;19;18;20
"BOS";100;98;0,482669102120952;0,462036028487641;0,331386925708445;0,359374152039114;0,755633198100107;0,789676470588235;11;12;32;29;24;21;8;8;13;13;3;3;21;20;"ORL";95;97;0,486148021329286;0,455113838123381;0,35592130755557;0,39013963161022;0,730062474672977;0,74;9;12;31;31;20;21;7;10;14;13;3;5;21;19;7
"DAL";104;97;0,512229409046873;0,492064791636605;0,352047210764848;0,318516483516483;0,764122382642183;0,734411421911422;10;8;31;30;22;20;8;10;12;12;4;3;19;18;"LAC";106;99;0,519847074124006;0,493301349325337;0,366964851097359;0,380935483870968;0,716151116945952;0,570682201958798;9;9;32;30;24;25;7;9;11;13;4;2;21;23;30
"OKC";102;111;0,485253634013527;0,481825503972081;0,330390055381188;0,39147619047619;0,747223695363887;0,833267285861713;12;12;35;34;20;23;7;7;14;15;6;6;22;23;"MIN";97;95;0,45886125225855;0,472531211435623;0,320937802482283;0,263003663003663;0,764994909294016;0,784836582772067;12;11;29;31;21;21;8;7;14;12;3;3;19;16;14
"PHX";104;92;0,501393694178644;0,460510450001975;0,349101868126984;0,294727272727273;0,768423995608029;0,73132027392897;11;11;32;32;20;19;8;8;14;15;4;3;21;19;"ATL";102;103;0,50630273586837;0,505437525437525;0,386427326112345;0,411809523809524;0,777688143188989;0,793343448490507;8;8;32;28;25;25;8;9;13;14;4;5;17;18;-9
"POR";102;105;0,486129370402343;0,506746065826366;0,363342166215111;0,382708032708033;0,805314956043105;0,819231140732155;10;10;35;41;22;22;6;4;13;14;4;3;18;17;"DET";98;95;0,46693455221855;0,470293086576343;0,328793372659673;0,252617405582923;0,708266363023262;0,783116615067079;13;14;32;29;21;20;7;8;12;10;4;4;19;18;19
"OKC";102;108;0,485247495389815;0,480128534275111;0,331156151223175;0,401;0,746508184828071;0,808561403508772;12;13;35;32;20;22;7;6;14;15;5;5;22;21;"CHI";100;98;0,470669490505968;0,45949352307973;0,357495945059249;0,396728056426332;0,780862053800507;0,765488289689742;11;7;33;35;21;20;6;5;13;14;6;3;18;20;9
"ORL";95;95;0,486032033803343;0,436011913675768;0,357653114952198;0,37654314038215;0,727496196450662;0,684444444444444;9;14;31;31;20;20;7;10;14;14;3;4;21;17;"CLE";103;112;0,50787315130909;0,516331724923385;0,360197823017611;0,452720503181029;0,754192767046871;0,819538460434854;11;9;31;31;21;22;7;8;13;14;4;4;18;19;-15
"PHX";104;90;0,501938809535746;0,457433526925052;0,34886997790943;0,338317016317016;0,766075049381057;0,698773690078038;11;11;32;32;20;20;8;8;14;14;4;2;21;18;"NYK";92;88;0,458049930760745;0,420948221929286;0,358147953837016;0,397274725274725;0,761108216610563;0,696150075414781;10;9;29;31;21;22;7;5;13;12;4;7;22;20;13
"BOS";100;98;0,483502172596301;0,50051578402622;0,331734508046284;0,321325193325193;0,755678945343826;0,754033613445378;11;10;32;32;24;23;7;7;13;12;3;3;20;20;"PHI";90;95;0,449290823720605;0,450916371388241;0,309881041000474;0,290088716765546;0,677838707367538;0,569221897454634;11;13;31;35;20;22;9;10;17;14;6;5;21;20;19
"MEM";98;93;0,487751457061782;0,472436205034479;0,33048946963781;0,345071010860485;0,783584745630269;0,834271708683473;10;11;32;31;21;20;8;10;13;17;4;4;19;19;"DEN";100;106;0,474097362499601;0,474681925868279;0,322266199928005;0,398060299388573;0,731991362620067;0,745263391470288;12;11;32;35;21;22;7;8;13;12;4;5;22;21;11
"MIN";97;95;0,458213576170312;0,449209080282;0,32737403068989;0,328717948717949;0,766966741117747;0,811572403982271;12;12;29;28;21;23;8;7;14;15;3;3;19;17;"BKN";96;98;0,490353598111443;0,503067450260127;0,319832275373368;0,352707390648567;0,742122893653648;0,638154513857839;10;10;31;30;20;19;6;7;13;15;4;3;19;16;-16
"UTA";95;94;0,487325861137898;0,465020583935838;0,349476658147461;0,43495670995671;0,730311478721043;0,694554845531679;11;12;32;36;20;19;7;6;14;13;6;6;19;17;"CHA";94;90;0,455916166104538;0,420569525608345;0,31065162916348;0,299934327798105;0,742566415302159;0,78335360291882;10;9;34;33;20;19;5;4;11;10;5;7;18;16;28
"WAS";98;101;0,495203894803088;0,518673604424335;0,36241016880286;0,368347338935574;0,739856854291179;0,756991016573559;10;9;33;35;24;23;7;8;14;12;4;4;21;20;"POR";102;109;0,48687031134711;0,526284591723822;0,363454563374389;0,415869698628319;0,803228342011009;0,781554621848739;10;10;35;34;22;23;6;3;13;11;4;3;18;17;8
"DET";98;94;0,466928186823233;0,476050104317192;0,329597487663756;0,310673442499529;0,706120012973721;0,724720893141946;13;13;32;28;21;21;7;6;12;10;4;4;19;17;"MEM";98;92;0,486508432788103;0,447367080610516;0,333799265018954;0,384753550543024;0,785037219094184;0,869565826330532;10;12;32;30;21;20;8;9;13;18;4;3;19;21;10
"CLE";103;117;0,5073493643304;0,525285797657394;0,362057523969161;0,474414393078186;0,752326941956643;0,772300867110304;11;8;31;30;21;23;7;7;13;13;4;4;18;21;"BKN";96;99;0,490752280968341;0,508040127855756;0,318774210594983;0,2960407239819;0,74170111820868;0,708284383987709;10;10;31;30;20;19;6;7;13;14;4;3;19;17;25
"DAL";104;109;0,512318589145485;0,534464189206578;0,353717651593544;0,397387451258419;0,761987710405488;0,689448051948052;10;9;31;29;22;25;8;8;12;14;4;4;19;20;"ORL";95;96;0,48647448525342;0,461234432113566;0,35592239515579;0,384679122047543;0,73005993057368;0,738001867413632;9;11;31;29;20;22;7;10;14;14;3;4;21;19;5
"GSW";109;111;0,517914368686596;0,520314234501779;0,393414640042415;0,411160417383328;0,768894221910515;0,799235598161429;10;8;34;31;27;31;9;9;14;13;6;7;19;19;"ATL";102;98;0,504430291681571;0,466293608557759;0,383616185874708;0,349180443991103;0,776221509420848;0,798518518518519;8;9;32;28;25;22;8;11;13;13;4;4;17;19;19
"UTA";94;92;0,487515027389571;0,469020583935838;0,346974292829114;0,380411255411255;0,726873993964013;0,632650083626917;11;13;32;34;20;19;7;6;14;12;6;6;19;18;"WAS";98;101;0,49555723119173;0,539500890345961;0,365101997871268;0,413152533740769;0,739206785462088;0,768848724083441;10;7;33;35;24;23;7;7;14;13;4;4;21;21;-4
"HOU";103;103;0,500606016467012;0,498322875517128;0,344544946478074;0,322865890083632;0,720829151274219;0,700821256038647;11;10;31;32;22;22;9;8;15;12;4;4;22;18;"DEN";100;107;0,474599892460832;0,481198216595096;0,322829169655297;0,403615854944128;0,729773333718632;0,709328727223464;12;10;32;35;21;22;7;8;13;14;4;4;22;23;10
"PHX";104;89;0,501079159409426;0,474771676411021;0,345131414329715;0,284498834498835;0,764634348182298;0,689249880554228;11;12;32;35;20;18;8;7;14;15;4;3;21;17;"NOP";99;98;0,485990405245863;0,472976563666219;0,359878720715421;0,408386724386724;0,759699215859824;0,695504495504496;11;10;32;35;21;26;6;6;12;13;6;6;18;19;2
"BKN";97;107;0,489798206152286;0,508111863867233;0,320583550735357;0,3090407239819;0,7420444728974;0,730790777849601;10;11;31;31;20;22;7;8;13;15;4;4;19;19;"MIL";97;100;0,483748899228028;0,429243656660588;0,372097497146685;0,349774436090226;0,763767995787672;0,741652983032293;10;15;31;36;23;21;9;7;15;13;4;6;22;24;2
"CLE";103;111;0,506742834048081;0,512688395059991;0,361833528506973;0,449895162308955;0,752461840829152;0,759164578111946;11;8;31;29;21;22;7;6;13;12;4;4;18;19;"IND";96;94;0,470935646184858;0,462949164838383;0,338385305262468;0,321028708133971;0,768070714033107;0,814139194139194;10;6;34;34;21;20;6;5;13;11;4;5;20;24;3
"DAL";104;110;0,511878059035999;0,519222023964413;0,35385934747987;0,400883954754923;0,761022806606044;0,691973304473305;10;10;31;30;22;23;8;7;12;16;4;3;19;22;"MEM";99;96;0,48756370236941;0,46226179042048;0,335402818343961;0,39030910609858;0,783623636208761;0,807065826330532;10;11;32;31;21;20;8;8;13;17;4;3;19;23;-11
"GSW";109;112;0,518610001372151;0,517732712762649;0,391499099670274;0,393791996330696;0,769735291537151;0,810606835619623;10;9;34;30;27;31;9;10;14;11;6;7;19;20;"NOP";99;95;0,484744167488677;0,436309896999552;0,361909463893458;0,388386724386724;0,761205551334846;0,706327006327006;11;10;32;37;21;26;6;5;12;14;6;6;18;18;16
"MIA";95;103;0,502546450254287;0,547134286478549;0,343977760454519;0,381454451345756;0,741590875971902;0,718084985190248;8;8;29;33;20;21;8;9;13;13;4;5;19;21;"DEN";100;102;0,476061652238864;0,48714886971556;0,32192102807821;0,371596739054045;0,726866797372276;0,634591885118201;12;10;32;33;21;21;7;9;13;14;4;4;22;23;17
"PHI";91;96;0,449121123805472;0,473063693717051;0,312117446682693;0,320974724724725;0,678642094271538;0,64956176673568;11;12;31;32;20;23;9;9;17;14;6;7;21;23;"NYK";92;92;0,456711436351149;0,429574300177903;0,355826821268533;0,326285714285714;0,762629875139366;0,723497150997151;10;12;29;32;21;21;7;7;13;14;4;7;21;18;16
"SAC";101;102;0,482663188156816;0,497719690953149;0,33093689938567;0,311309155241044;0,776320005836348;0,7815;11;11;33;33;19;21;6;6;15;16;3;3;20;20;"CHA";94;91;0,454640213675957;0,396571367337098;0,311684060986603;0,331077694235589;0,74436448422263;0,780561249095732;9;9;34;33;20;17;5;6;11;11;5;6;18;18;10
"MIL";97;97;0,4854588903228;0,469413831313521;0,370353247187447;0,342631578947368;0,764081514215195;0,737684729064039;10;14;31;35;23;22;9;7;15;15;4;6;22;22;"CLE";103;107;0,507304319843535;0,52981466501645;0,362632435593122;0,426073822358583;0,751559593039858;0,723331244778613;11;8;31;29;21;23;7;7;13;12;4;4;18;17;-18
"MIN";97;99;0,460788225422899;0,485453481926567;0,325941017859513;0,389982174688057;0,766229056721323;0,78202614379085;12;10;29;29;21;21;8;7;14;15;3;4;19;16;"CHA";94;91;0,456032207219662;0,410430522266675;0,31200243263876;0,331077694235589;0,745366477101709;0,819984326018809;9;10;33;32;20;16;5;6;11;10;5;4;18;17;-11
