"HOME";"All points";"All points for last 5 games";"Two points";"Two points for last 5 games";"Thre points";"Thre points for last 5 games";"Free throws";"Free points for last 5 games";"Attack jumps";"Attack jumps for last 5 games";"Defending jumps";"Defending jumps for last 5 games";"Assissts";"Assissts for last 5 games";"Stolen balls";"Stolen balls for last 5 games";"Lost balls";"Lost balls for last 5 games";"Blockages fouls";"Blockages fouls for last 5 games";"Personal fouls";"Personal fouls for last 5 games";"AWAY";"All points";"All points for last 5 games";"Two points";"Two points for last 5 games";"Thre points";"Thre points for last 5 games";"Free throws";"Free points for last 5 games";"Attack jumps";"Attack jumps for last 5 games";"Defending jumps";"Defending jumps for last 5 games";"Assissts";"Assissts for last 5 games";"Stolen balls";"Stolen balls for last 5 games";"Lost balls";"Lost balls for last 5 games";"Blockages fouls";"Blockages fouls for last 5 games";"Personal fouls";"Personal fouls for last 5 games";"WINNER"
"MEM";98;99;0,486122909038918;0,464300365532546;0,341285180942011;0,485947712418301;0,781171847273162;0,748839009287926;10;9;32;30;21;21;8;7;12;11;4;2;19;20;"CLE";103;104;0,508300151078555;0,514107347943279;0,363305480391604;0,405569620677911;0,752855404726351;0,734667277167277;11;9;31;31;22;23;7;6;13;13;4;3;18;16;0
"NYK";91;84;0,455805722296118;0,418642016320964;0,352954400356635;0,312133231629799;0,764267050534531;0,818076327697071;10;9;29;29;21;19;7;7;13;16;4;5;21;18;"LAC";106;109;0,52050804684024;0,54762021034829;0,371314197122257;0,410680711767668;0,712017751700954;0,683194214140506;9;9;32;32;24;28;7;7;11;12;4;6;21;20;0
"ORL";95;98;0,486691618964773;0,495661977160221;0,35279491020848;0,286723325693914;0,733713121715831;0,818263305322129;9;12;31;30;20;22;7;8;14;14;3;3;21;21;"ATL";102;102;0,50401933604442;0,465705043277797;0,385306438686062;0,404317929012034;0,778634685079122;0,813333333333333;8;9;31;28;25;23;8;11;13;13;4;4;17;18;0
"TOR";104;102;0,49802092781423;0,479915575314769;0,350181531155306;0,382069744348605;0,791150538563134;0,859746330163753;10;10;30;29;20;20;7;4;12;10;4;2;20;16;"CHI";100;103;0,475489458591881;0,541041024560294;0,356750313948948;0,346609730848861;0,783741969204574;0,822908818699894;11;7;34;36;21;24;5;4;13;9;5;5;18;18;0
"SAS";102;106;0,500851217330504;0,54202327744219;0,362341659627582;0,376014352229186;0,779227613532533;0,820976781254073;9;10;33;36;24;26;7;9;13;13;5;4;19;15;"DAL";104;95;0,509690206665286;0,477602936085079;0,350324880256599;0,317310627497385;0,757512369715474;0,677583527583528;10;11;31;32;22;19;8;7;12;16;4;3;19;21;1
"WAS";98;94;0,490648245950298;0,423886046666815;0,360398165027888;0,296426038357927;0,738705788987052;0,731892236926562;10;10;33;36;23;20;7;6;14;12;4;4;21;19;"CHA";94;96;0,452256490734229;0,412055085990134;0,312481203090644;0,327333333333333;0,744958638029001;0,766428571428571;10;10;34;38;20;19;5;7;11;10;5;6;18;18;1
"CHA";95;101;0,453691199967858;0,440974416279327;0,314551442791308;0,352974358974359;0,746606939773547;0,776655844155844;9;10;34;39;20;21;5;5;11;9;5;7;18;18;"ATL";102;100;0,503456220220343;0,49020884834764;0,386165623014298;0,420837968112718;0,77891018620546;0,81547619047619;8;7;31;29;25;25;8;9;13;13;4;4;17;15;1
"MIL";97;102;0,485279127271917;0,481906820504623;0,36667176663874;0,318462332301342;0,764384167539147;0,764838090408577;10;17;31;32;23;24;9;10;16;18;4;6;22;24;"GSW";109;110;0,517365039679875;0,500433560664921;0,396136850818616;0,459210266436073;0,773712302481802;0,827799651329063;10;10;34;36;27;28;9;9;14;14;6;5;19;17;0
"BOS";100;99;0,485107583752143;0,488106750392465;0,326261321261927;0,258049195977889;0,75338196457479;0,762986032824848;11;10;32;35;24;22;7;7;13;12;3;3;21;23;"LAC";106;113;0,521875871565736;0,568150105905933;0,372360341841227;0,407797440565432;0,709164612814529;0,644456177983115;9;10;33;37;24;29;7;8;11;13;4;5;21;20;0
"NOP";99;100;0,486976316730634;0,500384712923514;0,366603826698287;0,458065268065268;0,756596114732024;0,714393939393939;11;9;32;30;22;23;6;7;12;15;6;6;18;18;"MIN";97;100;0,461321228781817;0,493872746838849;0,32862293900877;0,372636135794031;0,77217567837828;0,849803921568627;11;8;29;27;21;20;8;6;14;16;3;3;19;17;1
"MEM";98;92;0,485364578422771;0,478850147023984;0,343113945706242;0,395928070224745;0,782121051813608;0,76780959752322;10;8;32;29;21;20;8;6;12;12;4;4;19;18;"SAC";100;99;0,480855681570691;0,456273591999398;0,335402964947106;0,396141456582633;0,774971971066377;0,756638698194762;11;10;33;30;19;20;6;7;15;13;3;4;20;18;1
"POR";102;103;0,490099676715955;0,50269967409896;0,362083716867284;0,371711077593431;0,800854947301662;0,774561403508772;10;11;35;34;21;22;6;6;13;13;4;4;18;15;"PHX";103;92;0,501312644084262;0,506095962712562;0,341171839134276;0,248097402597403;0,761297491074648;0,725841694537347;11;10;32;34;20;18;8;8;14;16;4;4;21;18;1
"TOR";104;101;0,497951643102594;0,512024458634179;0,350886425617666;0,369816174164;0,789931111737961;0,818557888975312;10;10;30;32;20;20;7;5;12;12;4;3;20;19;"HOU";103;104;0,502982098123798;0,518912096205377;0,34592911520797;0,375116103564379;0,722957510092221;0,729828025368822;11;11;31;31;22;23;9;9;16;17;4;4;22;24;1
"MIA";94;91;0,498922787471397;0,457362039054883;0,343104256022444;0,366512113617377;0,743187329612749;0,806869898384141;8;10;29;28;19;18;8;8;13;16;4;4;19;21;"SAS";102;103;0,502093275221771;0,526953117716858;0,36173429804429;0,386130862601451;0,779762532297684;0,790200992677773;9;10;33;35;24;23;7;9;13;13;5;5;19;17;0
"LAL";98;97;0,462755649492655;0,46714004645535;0,339617244980146;0,31761743158802;0,744341971232704;0,774495695875006;11;12;32;30;20;21;7;6;12;12;4;4;21;19;"NOP";99;103;0,488024152032007;0,533287938729965;0,369251072283445;0,470565268065268;0,756667853207331;0,694047619047619;11;9;32;30;22;25;6;7;12;12;6;7;18;18;0
"MIL";97;95;0,484921176778608;0,477393187159921;0,365110472843032;0,29171163202123;0,762905581686574;0,746442526285877;10;14;31;27;23;23;9;9;15;16;4;4;22;25;"CHI";100;101;0,477395145997922;0,54765173369212;0,354506957160687;0,30804045698547;0,783005983522919;0,770323804350173;11;8;34;34;21;23;6;6;13;11;5;4;18;16;1
"OKC";103;109;0,487072843795854;0,484898785425101;0,336316432751305;0,41367422899681;0,751740936016783;0,800667538982757;12;11;34;33;20;19;7;6;14;14;5;2;22;21;"DAL";104;100;0,511265719282866;0,502692962739015;0,349871772338646;0,29404572036151;0,756990402429494;0,700536743957797;10;10;31;31;22;22;8;7;12;12;4;2;19;22;0
"UTA";94;95;0,487817263549624;0,513491505187934;0,342928907110538;0,267283277553143;0,724824779903457;0,712290901400298;11;13;31;31;19;17;7;10;14;11;6;6;19;21;"DEN";100;101;0,474791461933204;0,457008797653959;0,324902577890661;0,366644275264965;0,73102668520861;0,789265114917289;12;12;32;31;21;20;7;9;13;12;4;4;22;21;1
"BOS";100;103;0,487210252884649;0,525065937391906;0,325247182287238;0,271954783567687;0,757400036021462;0,845156443096281;11;9;32;33;24;24;7;7;13;11;3;1;21;22;"MIL";97;99;0,486305949905551;0,503997402616596;0,365240598200361;0,319652808491818;0,760908286021107;0,715723572037511;10;12;31;28;23;24;9;9;15;15;4;4;22;24;0
"LAL";98;92;0,461683613381773;0,443610634690644;0,339850919808982;0,342892156862745;0,742260548871169;0,703253865809647;11;11;32;31;20;20;7;5;12;11;4;4;21;17;"POR";102;109;0,490793792863745;0,526392666312531;0,364489689545695;0,412547008547009;0,802965482040285;0,798666666666667;10;10;35;38;21;23;6;5;13;11;4;4;18;15;0
"SAS";102;103;0,502472711871331;0,521879415022897;0,363531297674063;0,377186595239334;0,782294020376269;0,827134331993667;9;11;33;34;24;25;8;9;13;13;5;5;18;15;"DEN";100;96;0,474935183298744;0,457377461248429;0,325271506819344;0,351518224844797;0,729781118776439;0,763204508856683;12;10;32;29;21;18;7;8;13;13;4;3;22;21;1
"CHA";94;97;0,45400538445619;0,478839675308047;0,310857511295278;0,287801087801088;0,749629122597301;0,815950003467166;10;10;34;34;20;19;5;6;11;11;5;5;18;16;"PHI";91;95;0,447068616052444;0,426904837852206;0,317976461312819;0,347739989295967;0,67353663077733;0,613696719517153;11;12;31;29;20;18;9;9;16;13;6;3;21;22;1
"POR";102;111;0,49014093336012;0,522564468366686;0,364627983104304;0,433700854700855;0,804413876727398;0,892386473429952;10;10;35;37;21;23;6;5;13;11;4;4;18;14;"NOP";99;103;0,485820828322598;0,500227204945914;0,371642604864008;0,478859416445623;0,752263060077815;0,654761904761905;11;10;32;30;22;24;6;6;12;10;6;7;18;18;1
"OKC";103;106;0,485721069464296;0,461731111057972;0,336697314813787;0,382637814430983;0,749198214401962;0,702578671328671;12;12;34;35;20;18;7;5;14;15;5;2;22;25;"HOU";103;106;0,503325983793664;0,499861155981757;0,346614383386772;0,339438823854842;0,720050074634083;0,638462365591398;11;14;31;32;22;21;9;11;16;15;4;5;22;22;0
"MIA";94;92;0,500894550439187;0,514272732274642;0,336833952294797;0,243333333333333;0,743667695431622;0,802043570464623;8;8;29;28;19;18;8;6;13;14;4;5;19;21;"CHA";94;94;0,454157956406857;0,460879249128443;0,310427904366479;0,251048951048951;0,750406975674269;0,805127492644655;10;12;34;33;20;16;6;7;11;11;5;5;18;18;1
"NOP";99;103;0,484990363019707;0,478352204945914;0,37296782052196;0,483596258550887;0,752017219470744;0,684761904761905;11;9;32;31;22;24;6;7;12;10;6;6;18;18;"GSW";109;106;0,514726998775687;0,476211601574535;0,39490982365045;0,376995226995227;0,766814266500691;0,666102941176471;10;12;34;34;27;27;9;6;14;11;6;4;19;22;1
"BKN";98;106;0,493593201525878;0,516489314060496;0,326112956192367;0,40151696129957;0,749906713703283;0,759759590792839;10;12;32;29;20;23;7;7;13;11;4;3;19;16;"ATL";102;107;0,508684530183904;0,585017855651904;0,383185179046649;0,339670697118973;0,777309844920199;0,753944862155388;8;9;31;32;25;30;9;9;13;13;4;3;17;17;0
"DAL";104;110;0,511138174749045;0,53227850877193;0,345612787888628;0,276816239316239;0,756573155232538;0,742860623781676;10;9;31;32;22;22;8;5;12;11;4;2;20;23;"PHX";102;90;0,499806713663377;0,475847963913197;0,33833150236646;0,26556015037594;0,760431723537722;0,735358865776289;10;8;32;30;20;18;8;6;14;13;4;4;21;16;1
"DEN";100;100;0,474900706436201;0,470450059148613;0,325983270824753;0,329224598930481;0,729782595466208;0,775268817204301;12;11;32;28;21;20;7;8;13;11;4;3;22;22;"LAL";98;89;0,461175423633023;0,441075384243564;0,340680560148154;0,350781512605042;0,740050542560755;0,652336813513284;11;9;32;30;20;18;7;4;12;11;4;2;21;18;1
"MEM";98;95;0,487176170880922;0,507714883518459;0,339247141287245;0,300825721592985;0,78215750301573;0,806115779645191;10;9;32;33;21;22;8;5;12;11;4;5;19;18;"NOP";99;96;0,483553068057047;0,433573637422677;0,371849185460323;0,448431423386051;0,750922981614281;0,668095238095238;11;10;32;31;22;21;6;6;12;10;6;5;18;16;1
"PHI";91;95;0,445532058145276;0,401656689541949;0,31810152980279;0,339272247360483;0,673304104728583;0,661659682480116;11;15;30;23;20;19;9;8;16;11;5;4;21;22;"WAS";98;101;0,494064710312312;0,543945089997722;0,362096612102635;0,386893939393939;0,737839322021173;0,725188904319339;10;8;33;35;24;28;7;8;14;14;4;5;20;19;0
"GSW";109;107;0,515331720310171;0,494961601574535;0,395753224130045;0,393112443112443;0,768359514885352;0,69093954248366;10;12;34;35;27;26;9;6;14;12;6;5;19;20;"POR";102;104;0,491312372566605;0,507280206499418;0,364431729991229;0,367599067599068;0,804212628182928;0,86207729468599;10;11;35;38;21;21;6;5;13;10;4;3;18;15;1
"DEN";100;106;0,474755313116076;0,463132985977881;0,326272561185229;0,323992040790946;0,731684081599547;0,778541544477028;12;15;32;29;21;21;7;7;13;12;4;3;22;23;"DAL";105;119;0,511946552283867;0,556611842105263;0,346039339242285;0,272678308281757;0,757017376896261;0,764351851851852;10;9;31;33;22;25;8;6;12;12;4;3;20;23;0
"BOS";101;109;0,489995093751058;0,531200656170272;0,326156193469246;0,341408591408591;0,757636413135592;0,797202062643239;11;9;32;31;24;24;8;12;13;12;3;2;21;21;"CLE";102;97;0,508516825985382;0,523942164984419;0,359560923432063;0,317120558297029;0,749349039207594;0,704562384983438;11;10;31;31;21;22;7;6;13;17;4;4;18;18;1
"DEN";101;113;0,476856585987839;0,507833446807375;0,326521077247336;0,350798567597473;0,732121363912886;0,748541544477028;12;14;32;30;21;25;7;9;13;15;4;2;22;25;"SAC";101;103;0,484209549260256;0,525220492969712;0,339199609109006;0,359722222222222;0,762552329760534;0,66624649859944;11;10;33;30;20;22;6;8;15;15;3;3;20;19;1
"LAL";98;98;0,462099741745901;0,468341667207827;0,341742350492276;0,370113810741688;0,73943122344118;0,696991341991342;11;10;32;31;20;22;7;4;12;13;4;2;21;21;"DAL";105;116;0,512603671993222;0,532672962648557;0,347666228454138;0,314583070186518;0,757170044300443;0,759864672364672;10;10;31;34;22;25;8;6;12;13;4;5;20;22;0
"MIL";97;98;0,488142993091288;0,536470237781485;0,363213249662892;0,334754901960784;0,754770475610414;0,632743884468022;10;8;31;32;23;27;9;12;15;15;4;5;22;20;"BKN";98;101;0,491847016972681;0,473637214469266;0,327543465620891;0,379850294632903;0,748402128864653;0,737822831899558;10;13;32;31;20;24;7;7;13;13;4;3;19;17;1
"ATL";102;104;0,508851662590098;0,545849297573435;0,381477551239107;0,312818965517241;0,777237714324658;0,744074534161491;8;9;31;33;25;27;9;10;13;11;4;3;17;18;"NYK";91;94;0,455987188661906;0,475260740499881;0,353066927582185;0,369429864253394;0,7687829959895;0,798513192796314;10;9;29;32;21;22;7;6;13;17;4;6;21;21;0
"MIA";94;95;0,499819852528214;0,508151062033403;0,335195383416938;0,235555555555556;0,741875400739858;0,711150405658415;9;10;30;33;19;16;7;3;13;11;4;7;19;20;"ORL";95;94;0,486240770817922;0,466751533192167;0,347791116102995;0,327444005270092;0,740662695917861;0,779334554334554;10;12;31;32;20;18;7;9;14;12;3;5;20;18;1
"PHI";91;95;0,446760476928551;0,420663039034892;0,31680715727701;0,320053828285536;0,67635977679774;0,730018815607051;11;15;30;24;20;18;9;7;16;15;5;5;21;25;"MIL";97;98;0,48828937589263;0,518437450896239;0,364216103919454;0,348643790849673;0,753339838737309;0,638299440023578;10;9;31;30;23;25;9;12;15;15;4;5;22;21;0
"UTA";95;102;0,487658055860189;0,49978268376618;0,346046280587156;0,395349472187192;0,724942359644839;0,705027861027861;12;12;31;33;19;20;7;7;14;15;5;5;19;20;"DAL";105;114;0,51125332797419;0,513318123938879;0,348929608349766;0,343044608648057;0,755873795766406;0,749558714232627;10;11;31;33;22;24;8;5;12;13;4;4;20;20;1
"BKN";98;97;0,491099296465798;0,465449928071453;0,327176551825259;0,332179487179487;0,748103686890031;0,746355731225296;10;12;32;32;20;22;7;7;13;12;4;3;19;17;"ORL";95;92;0,486718611769088;0,47337474049334;0,347818053711495;0,321253529079616;0,736320655536123;0,717796092796093;10;11;31;32;20;17;7;9;14;13;3;3;20;20;1
"CLE";103;98;0,507494330090074;0,516860155932238;0,363773868389004;0,357836452762923;0,745060755611426;0,663792331507502;11;11;31;32;22;25;7;5;13;17;4;4;18;18;"WAS";98;102;0,490696534296592;0,476855786855198;0,361716384587967;0,390108225108225;0,738557779178392;0,749880241951853;10;13;34;38;24;25;7;6;14;14;4;5;20;19;1
"DAL";105;115;0,511016132251194;0,514803779676585;0,349064613125988;0,377544608648057;0,756340184196801;0,763937799199948;10;11;31;35;22;24;8;6;12;13;4;5;20;19;"POR";102;102;0,492651335246074;0,537536432273274;0,361194301905654;0,29662582345191;0,802506401209495;0,778458498023715;10;9;35;33;21;23;6;6;13;13;4;3;18;20;1
"HOU";103;107;0,505767397918972;0,543365175448711;0,348519429695941;0,377857142857143;0,717867384890134;0,684253962833319;11;8;32;35;22;21;9;8;15;14;4;7;21;18;"UTA";95;100;0,487149371592942;0,487384571368067;0,344084559911522;0,365719842557562;0,722876666912043;0,671694527694528;12;12;31;32;19;21;7;8;14;15;5;5;19;20;1
"MIL";97;100;0,488432188381744;0,525286765964732;0,363839484765965;0,35281045751634;0,752536913874659;0,66810713233127;10;9;31;30;23;27;9;12;15;16;4;4;22;21;"BOS";101;105;0,489894203314657;0,518809935584129;0,32619574430604;0,344314574314574;0,756695223035885;0,76095747389865;11;10;32;30;24;28;8;11;13;12;3;3;21;19;0
"CHI";100;100;0,475568253231782;0,471315277086762;0,353727384389324;0,333422226133897;0,780776807816093;0,753132445843443;11;10;34;38;21;18;6;8;13;12;5;6;18;16;"CLE";103;97;0,506755288114939;0,481090925163008;0,363130145005838;0,355199535927224;0,743171292219934;0,61990092879257;11;11;31;33;22;25;7;4;13;16;4;5;18;19;1
"GSW";109;116;0,515234234772605;0,523147116324536;0,396690310806065;0,424465910433652;0,769026806294134;0,803542427071839;10;12;34;33;27;28;9;8;14;15;6;6;19;21;"NOP";99;101;0,484142617881689;0,493339595146102;0,371010233579483;0,357922584238374;0,74758789341193;0,695560517455254;11;10;31;29;22;22;6;7;12;11;6;6;18;21;1
"MEM";98;90;0,485889335189573;0,46581469840454;0,333703471464051;0,247222222222222;0,778813203424423;0,726642129800024;10;12;32;29;21;19;8;9;13;14;4;3;19;19;"CLE";103;100;0,506783093126557;0,475932362795143;0,364143784494685;0,391913531870428;0,742027096164095;0,613312693498452;11;11;32;35;22;26;7;5;13;15;4;5;18;20;0
"NYK";92;101;0,456603175179904;0,479970663374445;0,35196479864689;0,357324390436361;0,769456971882291;0,794050082471135;10;13;29;31;21;23;7;7;13;16;4;5;21;21;"ATL";102;99;0,508703270510369;0,495921458890483;0,379625079551145;0,328583971902937;0,775748193653461;0,756536072623029;8;8;31;30;25;22;9;10;13;12;4;4;17;20;0
"ATL";102;99;0,508208722229855;0,496151343947954;0,379250973755914;0,336080223777;0,77571265340727;0,761081527168484;8;8;31;31;25;22;9;9;13;13;4;5;17;19;"CHA";94;88;0,449987604149647;0,421723403971389;0,31322278318731;0,337310606060606;0,747919192360036;0,729987127476985;10;9;34;32;20;18;6;7;11;12;5;3;18;15;1
"DET";98;101;0,46822261299711;0,457832607298436;0,339367545116689;0,348223050996191;0,701968583363728;0,669053125523714;12;14;32;33;21;19;7;6;12;11;4;3;18;16;"CHI";100;102;0,476089986931831;0,488242933633251;0,355030055558773;0,375653907496013;0,781002873876528;0,777456226637812;11;7;34;39;21;18;6;8;13;15;5;7;18;20;1
"MIL";98;102;0,487663229197344;0,493565472165878;0,364601243065188;0,373888888888889;0,754725797974856;0,736399129544291;10;11;31;30;23;27;9;9;15;17;4;4;22;24;"WAS";98;103;0,490366228913499;0,450146149949341;0,362883001281451;0,381060606060606;0,737856187033452;0,756278753925813;10;13;34;36;23;22;7;7;14;16;4;5;20;17;0
"PHI";91;94;0,446573405077105;0,463026686599993;0,316094944651465;0,284390899260538;0,680767105568309;0,798682518835972;11;12;30;30;20;18;9;7;16;20;5;5;21;24;"UTA";95;99;0,486389579298779;0,479169731943925;0,344286453784203;0,327222341928224;0,723692528584205;0,694188034188034;11;11;32;34;19;20;7;9;14;12;5;6;19;20;0
"SAC";101;114;0,486527969739053;0,544174246309142;0,340328780596133;0,3458853238265;0,757892785344269;0,674618660472319;10;9;33;35;20;26;6;8;15;14;3;4;20;20;"LAL";98;104;0,462338687596934;0,466286676286676;0,339118531748013;0,304313725490196;0,741213642651697;0,782600732600733;11;11;32;31;20;19;6;5;12;13;4;5;21;25;1
"OKC";104;121;0,487367915484086;0,523336782412252;0,337741810486969;0,360752993595099;0,745039150195159;0,792298765813197;12;16;34;35;20;21;7;8;14;15;5;7;22;22;"DEN";101;101;0,475140083838011;0,447676049440755;0,327603425934023;0,344921004921005;0,732216110589556;0,733732057416268;12;14;32;31;21;21;7;8;13;16;4;4;22;24;1
"LAC";106;108;0,522869832239194;0,559478338911912;0,368137381754703;0,302315451451575;0,711488877170274;0,714183914885177;9;6;33;38;24;22;7;6;11;12;5;7;21;19;"PHX";102;100;0,49577518688918;0,463865399482098;0,334851602700576;0,307809829059829;0,756695240776939;0,692510822510823;11;12;32;37;20;19;8;8;14;14;4;4;21;20;1
"MIN";97;101;0,46328700320985;0,477948093573094;0,321452561734386;0,252818234397182;0,774653741767387;0,805246474026962;11;8;29;33;21;21;8;6;14;13;4;5;19;23;"POR";102;99;0,493309777105196;0,499385662113148;0,359704644452678;0,319333333333333;0,799692674557681;0,760275689223058;10;10;35;35;21;19;6;7;13;17;4;4;18;24;0
"SAC";101;111;0,485134186023465;0,486240925725218;0,34035989422568;0,376996434937611;0,755151092661844;0,632205962059621;11;12;33;34;20;23;6;8;15;13;3;3;20;24;"MEM";97;92;0,484884286293867;0,453041799184553;0,331110658183345;0,246847826086957;0,779215427467193;0,775503806538289;10;11;32;32;21;22;8;7;12;13;4;4;19;23;0
"MIL";97;98;0,487957272197107;0,480168646769052;0,363549341919486;0,358790999237223;0,756942305799409;0,829190733365306;10;9;31;27;23;23;9;6;15;15;4;5;22;24;"PHI";91;90;0,448240286448613;0,472213200673609;0,314627066647389;0,27930959844753;0,683607371734735;0,801018409714062;11;11;31;32;20;19;9;6;16;17;5;6;21;21;1
"UTA";95;93;0,485421854135093;0,449195386188537;0,343353435479144;0,299729344729345;0,722659979763478;0,685685425685426;12;12;31;31;19;16;7;10;14;11;5;6;19;22;"POR";102;101;0,494270849516896;0,520830883558369;0,360627579573911;0,351333333333333;0,795888735769661;0,687359022556391;10;10;35;36;21;17;6;6;13;17;4;5;18;25;0
"POR";102;102;0,494435634520392;0,508299555237567;0,362211357078753;0,376333333333333;0,793662727408642;0,63593045112782;10;11;35;33;21;19;6;5;13;16;4;5;18;24;"MEM";97;96;0,485355098830001;0,476486775261108;0,331325309794898;0,291847826086957;0,778477589817403;0,772906403940887;10;10;32;32;21;23;8;7;12;11;4;5;19;22;1
"BOS";101;103;0,487903224982439;0,455251180334068;0,325607839744297;0,315966204931722;0,760677745475079;0,825991113477858;11;12;32;32;24;23;8;11;13;17;3;5;21;23;"WAS";98;103;0,490080987453707;0,479986019230387;0,361180752497996;0,352396386222473;0,739371252519916;0,752712215320911;10;9;34;31;23;21;7;9;14;17;4;5;20;22;1
"NOP";99;103;0,483505910541164;0,465466155810983;0,369626272996936;0,339393939393939;0,748568637720605;0,755876006441224;11;9;31;30;22;23;6;8;12;14;6;5;18;20;"ATL";102;102;0,508420945876069;0,503677892019823;0,377564642754367;0,342949304568495;0,778490828817148;0,8245670995671;8;9;32;34;25;25;9;10;13;13;4;5;17;17;0
"PHX";102;103;0,495327461478453;0,461702914416387;0,337946213838145;0,361600241545894;0,753722033620057;0,695587745587746;10;11;32;37;20;19;8;10;14;15;4;4;21;19;"DET";98;95;0,468897866809732;0,444143796109625;0,338358050871582;0,317481792254932;0,699015958729267;0,630316742081448;12;15;32;36;21;17;7;6;12;15;4;3;19;19;0
"MIL";97;94;0,487613893898098;0,486785060870761;0,362281780463831;0,323314808761033;0,758432947513331;0,820713059759713;10;9;31;28;23;23;9;6;15;13;4;6;22;20;"BKN";97;91;0,490063124687949;0,490992112909921;0,31929055351006;0,255176402544824;0,746709021149662;0,758710587657956;10;12;31;31;20;21;7;6;13;16;4;4;19;22;1
"UTA";95;94;0,48382686685186;0,421341257706574;0,345808786693002;0,40991452991453;0,723058527460475;0,727795603089721;12;13;32;33;19;16;7;9;14;12;6;7;19;22;"MEM";97;89;0,48364698910532;0,440123138897472;0,331150749838598;0,267505720823799;0,780164037443853;0,8;10;10;32;32;21;21;8;6;12;11;4;4;19;21;1
"OKC";104;108;0,488948277125302;0,522942802387797;0,337924471591685;0,377444816053512;0,746636203807673;0,78001443001443;12;12;34;35;20;24;7;8;14;17;5;9;22;23;"PHX";102;102;0,494884258011742;0,451340923466161;0,339064795705132;0,404655797101449;0,753896289076357;0,697052947052947;10;10;32;33;20;19;8;9;14;15;4;3;21;21;1
"POR";102;104;0,495930188968389;0,553144590025676;0,362186510370003;0,373333333333333;0,792235805377834;0,611369047619048;10;11;35;34;21;20;6;5;13;16;4;4;18;22;"DET";98;98;0,469767829067059;0,478607839528892;0,338679739687435;0,30805650489861;0,698820529446187;0,61283422459893;13;14;32;35;21;15;7;8;12;14;4;3;18;19;0
"DEN";101;101;0,476493357781655;0,482988222055159;0,327506130228729;0,329581646423752;0,733261118522077;0,751742450723151;12;10;32;33;21;21;7;7;13;14;4;5;22;18;"POR";102;107;0,495079351743293;0,534974741441081;0,361993633434857;0,388965517241379;0,792486683260467;0,660046296296296;10;11;35;33;21;20;6;4;13;14;4;4;18;23;1
"GSW";110;112;0,515217683737539;0,512130065329618;0,39887497700395;0,412126324126324;0,766626480930722;0,754574529413239;10;12;34;37;27;31;9;10;14;16;6;6;19;18;"DET";98;99;0,470277758124188;0,498001778922831;0,338422545687399;0,297530189109136;0,697710186418702;0,585775401069519;13;15;32;34;21;15;7;9;12;16;4;3;18;18;1
"IND";97;95;0,468441574443468;0,450309200603318;0,351781774565924;0,351768115942029;0,757499955034112;0,743869273497223;10;12;34;33;21;21;6;9;13;13;4;3;21;18;"ORL";96;99;0,485286240949401;0,48700811707854;0,347164777109236;0,372691530691531;0,739619474542621;0,828616661975795;10;8;32;35;20;22;7;8;14;15;4;4;21;22;1
"MIL";97;94;0,486957866505579;0,476499346585047;0,362177995975017;0,341271465107782;0,758218475149657;0,768539146716235;10;9;31;29;23;22;9;7;15;13;4;4;22;20;"BOS";101;101;0,488649454568677;0,464326121786059;0,324559265807809;0,295966204931722;0,76160305817602;0,801819573516844;11;13;32;32;24;21;8;12;13;16;3;4;21;22;0
"WAS";98;102;0,490389396163467;0,490778605962933;0,359150473415644;0,296444005270092;0,741313288535281;0,799392593765995;10;9;33;31;23;22;7;9;14;16;4;4;20;23;"OKC";104;110;0,488630156938548;0,510088261664404;0,34141613205226;0,403879598662207;0,746769364761534;0,776183012389909;12;12;34;36;20;23;7;7;14;15;5;7;22;23;0
"DEN";101;103;0,477461613402263;0,516927615994553;0,327570876929891;0,327017543859649;0,732984143131091;0,746040696337186;12;10;32;33;21;23;7;7;13;14;4;6;22;17;"MIL";97;93;0,487775950486528;0,472780048339433;0,363193022992275;0,353919686451656;0,759654413762176;0,807855386032474;10;9;31;28;23;22;9;7;15;14;4;4;22;20;1
"MEM";97;90;0,482468803096229;0,461405952298401;0,328068515576411;0,239521531100478;0,780669463423993;0,809835796387521;10;10;32;31;21;19;8;8;13;14;4;4;19;24;"GSW";110;108;0,515279394172658;0,507822155725098;0,398968739975417;0,405607805607806;0,766324326577446;0,755733949703094;10;11;34;32;27;29;9;10;14;17;6;5;20;21;0
"MIN";98;102;0,463233368000434;0,462321569440366;0,326310947680917;0,40890350877193;0,774325694582149;0,768748892433103;11;11;29;36;21;23;8;7;14;17;4;4;19;21;"GSW";110;112;0,516072393085103;0,527164129802865;0,399780864655318;0,423421570789992;0,768184931723344;0,788395240025675;10;10;34;31;27;30;9;11;14;17;6;5;20;22;0
"PHX";102;105;0,495674852209935;0,474225889990811;0,340482594271371;0,429239130434783;0,753985272107784;0,699433899433899;10;10;32;33;20;20;8;9;14;17;4;2;21;21;"LAC";106;103;0,521432502717502;0,496710434944394;0,365483797381254;0,319842146157936;0,709875603486594;0,682127296127296;9;10;33;29;24;21;7;7;11;13;5;4;21;22;1
