"HOME";"All points";"Two points";"Thre points";"Free throws";"Attack jumps";"Defending jumps";"Assissts";"Stolen balls";"Lost balls";"Blockages fouls";"Personal fouls";"AWAY";"All points";"Two points";"Thre points";"Free throws";"Attack jumps";"Defending jumps";"Assissts";"Stolen balls";"Lost balls";"Blockages fouls";"Personal fouls";"WINNER"
"ATL";103;0,478297333570936;0,412787878787879;0,712253759312583;8;30;24;9;13;5;23;"NYK";92;0,44770233272454;0,423115562014279;0,775741684233502;12;28;23;5;13;3;24;7
"IND";92;0,469216329577783;0,316962843616979;0,768446196660482;12;33;18;4;17;6;21;"WAS";97;0,489805359921298;0,336837912689306;0,734977098606961;9;32;23;9;13;3;23;-7
"LAC";103;0,501246139670349;0,351193767601459;0,792215148685737;8;26;22;8;10;4;21;"POR";100;0,505227587839087;0,350787241706782;0,785404420141262;11;35;22;5;13;5;21;4
"MIA";101;0,510399575952752;0,365238927738928;0,769082779796263;9;29;22;8;13;2;21;"MIN";99;0,456546332170488;0,352886710239651;0,756581574106118;13;31;20;8;14;4;21;10
"MIL";93;0,467270569982465;0,33502886002886;0,785255169261381;12;30;22;9;16;6;23;"MEM";93;0,44747050202021;0,348175250961629;0,784243034243034;10;30;19;9;13;2;20;1
"SAS";92;0,482946990116801;0,29837908496732;0,783102856466504;10;33;20;6;16;4;20;"NOP";97;0,462073732718894;0,285822399135093;0,749237247735579;14;32;21;7;11;7;21;-1
"DET";92;0,442668630500125;0,306719566310359;0,644542343621291;13;32;18;4;11;4;21;"UTA";99;0,520502542839433;0,323004244432816;0,79982192238937;11;30;20;6;14;4;19;-1
"LAL";102;0,472585615959408;0,328557961646197;0,762265349826325;12;27;20;7;13;3;26;"CHA";95;0,478118919400757;0,290702947845805;0,735821649614753;10;33;22;6;13;4;19;15
"OKC";92;0,49995657199047;0,308226855959775;0,663503697491228;10;32;19;5;16;3;22;"SAC";103;0,482045651027126;0,275198412698413;0,800827014930358;11;35;18;7;15;4;25;8
"PHX";103;0,497451657050303;0,32482627459586;0,797930477100984;9;32;18;6;13;5;24;"GSW";105;0,533082722943986;0,399339078372259;0,814936391223156;8;34;23;10;22;6;23;12
"POR";102;0,493093626015284;0,374407497499822;0,775244605019041;12;35;23;5;13;6;21;"DEN";99;0,465841343766623;0,302153067239274;0,760410557184751;12;31;19;4;14;6;27;16
"TOR";107;0,496582794195237;0,323512661324399;0,796285493375255;10;29;19;8;10;5;22;"PHI";93;0,474672130017999;0,331653009029699;0,648197599501947;10;27;22;10;16;6;22;32
"CHI";104;0,504667685997536;0,396992120539193;0,762357026143791;9;33;22;5;13;6;20;"DET";91;0,437871813155951;0,334331056837451;0,643893437389678;12;33;18;4;12;4;21;11
"IND";93;0,465564288380561;0,327342488164857;0,780723755411255;12;33;18;4;15;6;21;"UTA";97;0,516760479701485;0,318342999593;0,795082277328794;10;30;20;5;14;4;18;11
"NYK";91;0,457529014818183;0,399072270608648;0,751690640370981;12;28;23;5;13;3;24;"ATL";101;0,462975050703053;0,405718294051627;0,754259085141438;8;30;24;9;14;5;22;-6
"GSW";104;0,545499476809131;0,392290638604794;0,819945478191277;7;35;23;9;21;5;22;"SAS";95;0,489788816469984;0,28530836896162;0,775232199063376;10;32;21;7;14;4;19;-13
"MEM";94;0,460566540013953;0,350107890045971;0,787174193424193;10;30;19;8;13;2;19;"LAL";102;0,479798659833339;0,327075655437;0,762613997330128;12;26;21;7;13;3;26;5
"MIL";92;0,465679930552838;0,318150252525253;0,770431606437041;12;31;21;9;16;6;23;"OKC";90;0,480372448252856;0,307198498964803;0,672670998462719;10;32;18;5;16;3;22;7
"POR";102;0,490280452175138;0,367606560312345;0,787714029391661;12;34;23;5;13;5;21;"CHA";96;0,477676088373967;0,309052579365079;0,75032542489439;9;33;21;6;13;4;19;2
"TOR";107;0,492545659206546;0,336645007230278;0,800916473370015;9;30;18;8;11;4;21;"ORL";95;0,487805571840489;0,400692640692641;0,682017543859649;9;33;20;6;17;4;25;4
"ATL";101;0,473366369990372;0,412044252044252;0,749682390438693;9;30;23;9;14;4;21;"UTA";97;0,526362048976276;0,307126144565758;0,762295357625595;10;29;21;6;13;4;18;3
"BOS";104;0,544559518692275;0,302510302374479;0,807300790996443;12;30;25;7;14;4;21;"OKC";92;0,484468996148132;0,319361628709455;0,693889372370902;10;32;19;4;15;3;21;-15
"DEN";101;0,465390661394845;0,308677784341738;0,768663594470046;12;31;19;5;14;5;26;"POR";105;0,494390704963759;0,38063344081636;0,792144271336649;12;34;24;5;13;6;21;-17
"MIA";98;0,512713203977143;0,379092239282457;0,707367640402753;8;28;23;8;13;3;21;"IND";91;0,459102412716877;0,325159134779018;0,790272967772968;12;33;17;4;15;6;20;-6
"MIN";99;0,45343722881694;0,37390289449113;0,758022301614768;12;31;20;8;13;4;21;"HOU";103;0,484822473538165;0,411006476992785;0,728061251613883;11;31;20;8;17;5;23;-12
"NOP";100;0,476723455755714;0,327801295956979;0,74389962139843;13;32;23;7;10;8;21;"LAL";102;0,475379382909727;0,327857865174042;0,764943497663862;12;26;20;7;13;4;24;7
"NYK";91;0,457838842095881;0,393378250202856;0,771344061282142;11;28;22;5;12;3;25;"ORL";95;0,485329090678136;0,411726791726792;0,693043372319688;9;33;20;5;16;4;24;-2
"PHX";104;0,503252656059366;0,325889656938044;0,810258132980602;9;32;19;7;14;4;23;"BKN";104;0,512952260558334;0,399212017142713;0,796746609663052;9;32;19;7;14;4;22;8
"WAS";98;0,492815801042247;0,328824082694052;0,734014052190182;9;32;23;9;13;4;23;"DET";93;0,444578514477559;0,343676038369133;0,665679484988696;12;33;18;4;12;4;21;4
"DAL";107;0,5394805994425;0,353195696023241;0,80397824270822;10;29;22;8;11;5;20;"PHI";90;0,455338113765749;0,322603790308394;0,631566838958143;11;27;20;9;18;6;22;53
"MEM";96;0,463314048639853;0,38528108744827;0,787945688272486;10;29;20;8;12;2;20;"SAC";103;0,475225757926758;0,326503848652971;0,804442253442566;12;34;17;7;15;4;26;1
"TOR";105;0,484693363739152;0,334795561982469;0,791290833471759;10;29;18;8;11;4;22;"CHI";103;0,507733283610713;0,382511514553357;0,754039578794481;9;33;23;5;14;6;20;-7
"ATL";102;0,496642382252214;0,409645863395863;0,759232961199074;8;31;25;9;14;4;20;"MIA";99;0,50815597166941;0,389880932272237;0,730993458135781;8;28;23;8;13;3;21;11
"BOS";106;0,553695461208682;0,302196514577669;0,809649061687105;11;30;26;7;14;4;22;"CLE";105;0,474454414131264;0,352678366032403;0,811694997409283;11;29;19;5;11;3;17;-1
"IND";91;0,455127655316157;0,329006857664752;0,761245670995671;12;33;17;3;15;6;20;"DEN";102;0,47557620372049;0,313571322168586;0,74258064516129;12;31;19;5;13;5;26;-21
"LAL";100;0,468414830664025;0,309947732006556;0,758802822296192;12;27;19;7;13;4;23;"SAS";94;0,479003810902464;0,303992648928374;0,784578174180454;9;32;22;7;13;3;20;-13
"NYK";92;0,458000903832239;0,416540425182571;0,779209655153928;11;27;21;5;12;3;25;"UTA";98;0,527892510745315;0,321868075563728;0,766065821863035;10;29;21;6;14;5;18;-2
"ORL";96;0,481439038753179;0,412220779220779;0,701516812865497;9;33;20;6;16;4;23;"MIL";91;0,475868499289226;0,29449613089964;0,772129681912291;11;31;21;9;16;5;23;16
"PHX";103;0,503865908699944;0,320331036052208;0,823404054712916;9;32;18;6;14;4;23;"CHA";97;0,472008374850934;0,323324514991182;0,772219091134195;10;33;21;6;12;4;18;-8
"CHI";102;0,503929652219339;0,367789774862727;0,748200838306337;9;32;22;5;14;6;19;"IND";91;0,459977375402978;0,334450678685128;0,757496064541519;12;33;17;4;15;6;20;-9
"MEM";96;0,456419263494178;0,37341964537011;0,790969301263419;10;29;20;8;12;3;20;"DET";93;0,445071678577121;0,348886240124587;0,651367117402721;12;34;18;5;12;4;21;7
"POR";104;0,487259326775075;0,384877789042416;0,787003918277058;12;34;24;5;13;5;21;"BKN";102;0,507725643839348;0,337179522105151;0,8242669709144;9;32;19;7;13;4;22;10
"SAC";102;0,477703182134083;0,293853463787674;0,807331361431643;11;34;17;7;15;4;25;"SAS";94;0,479352593818063;0,30262309534374;0,796168253592502;9;32;22;7;13;4;20;3
"TOR";106;0,491779582920793;0,33941124387946;0,786074793602844;10;29;18;8;11;4;22;"UTA";97;0,523045579876327;0,321016432330662;0,763090141087608;10;29;21;6;14;5;19;18
"WAS";98;0,496617048373889;0,325621406839157;0,728845824169051;9;32;24;8;13;4;22;"ORL";96;0,482381242383665;0,412179318008195;0,698348617756512;9;33;20;5;16;4;23;5
"LAL";101;0,464946841573526;0,2977029588059;0,761992307508434;13;27;19;7;12;4;23;"GSW";108;0,546331181048956;0,399264080507518;0,807435224089636;8;35;25;8;19;5;22;-21
"MIA";97;0,496923707835802;0,394892839045013;0,716985021413112;8;29;23;9;13;3;21;"MIL";91;0,481853077931732;0,292824295587453;0,756455175259523;11;31;21;9;16;5;23;-7
"NYK";93;0,467684106123149;0,417634152763376;0,779079484483369;11;28;21;6;12;3;24;"DEN";101;0,466715884788583;0,321213724280573;0,728447752963882;12;31;19;6;14;5;25;16
"OKC";89;0,467317552197884;0,305952975323685;0,654307754883552;10;32;19;5;15;5;22;"HOU";98;0,473413534386087;0,369393416888346;0,697944496786602;12;32;19;9;17;5;23;-4
"BOS";107;0,551336802459666;0,313063568513484;0,791372642646602;11;31;26;7;14;4;22;"PHX";105;0,497069472072022;0,334383401791633;0,826609246346141;10;32;20;7;14;4;24;-4
"BKN";100;0,499506270944775;0,342592004677245;0,803378735361422;9;31;19;7;13;4;22;"MIA";97;0,496193269749719;0,389296520343951;0,732612645729091;8;29;22;8;13;3;21;-12
"CHA";94;0,454592731531291;0,34329370866804;0,725721713924981;9;32;20;5;12;3;18;"DAL";109;0,553788175708875;0,349417857185848;0,795399194626883;10;30;24;7;10;5;20;-27
"CLE";106;0,478850608354448;0,38071993047113;0,808575856401943;10;30;21;6;12;4;16;"DEN";101;0,473748000013429;0,327802029271871;0,735602977667494;12;31;20;6;14;4;25;-9
"LAC";101;0,512226771176244;0,346837975517566;0,758007048093687;7;29;22;7;12;5;21;"CHI";102;0,506939414475493;0,369319375749332;0,74200076209667;9;32;23;5;13;6;20;-16
"MEM";98;0,466310002386012;0,376905559962132;0,801707629247736;10;29;20;9;12;3;20;"HOU";97;0,484094948615451;0,357202571502774;0,708088070671803;12;31;19;9;17;5;23;26
"POR";104;0,492404810624869;0,383381722095977;0,790556921753847;12;34;23;5;13;5;21;"NOP";104;0,497521021143333;0,3675296629373;0,732097366350825;12;31;23;8;11;7;22;9
"SAS";95;0,478690061708984;0,310822324270904;0,802265713947538;9;34;22;7;14;4;20;"PHI";88;0,450384080069988;0,306800980964664;0,642753471166515;10;28;19;9;18;5;22;25
"ATL";102;0,506898084300757;0,374686387686388;0,770262623139861;9;29;24;8;14;5;19;"LAL";102;0,475925700131777;0,302724614957235;0,750571519222543;13;27;20;7;12;3;23;-5
"MIL";94;0,488718893499786;0,314332247325492;0,761760597037277;11;31;21;8;16;4;23;"NYK";95;0,478710430612887;0,419497973366428;0,775559702881684;11;27;21;6;12;3;24;4
"SAC";102;0,475487741334014;0,300197363773919;0,796633526066384;12;34;18;6;15;4;24;"NOP";104;0,502314373574454;0,36827669664357;0,738054296382409;11;31;23;8;10;6;22;-6
"UTA";97;0,516008155822305;0,328987285191995;0,757191603689282;10;30;21;6;13;4;18;"OKC";88;0,458429067656804;0,309442401293088;0,656799652502905;10;32;18;5;15;5;22;17
"BKN";101;0,506257563750093;0,337840238856146;0,796175025877154;9;32;19;7;14;4;22;"MIL";96;0,490651049200201;0,305499004492813;0,760780547284171;11;31;21;9;15;4;24;-4
"CLE";105;0,477119393672849;0,381536826312906;0,796949039992518;10;30;21;6;12;4;17;"SAS";94;0,482194726945472;0,310974840246276;0,791150649043216;9;33;23;7;14;4;20;-2
"DEN";102;0,482137975998486;0,329349807175055;0,738977913582019;12;31;20;6;13;4;24;"OKC";89;0,458879578935951;0,31908395570867;0,661661217694989;10;32;19;5;14;4;22;7
"DET";92;0,437089302040074;0,352266311214933;0,662323475028583;12;33;18;5;12;4;20;"PHX";103;0,501480349399354;0,328740340531219;0,821827706586527;9;32;20;7;14;4;24;-2
"HOU";97;0,478475925119719;0,360330427386315;0,710674934347703;11;31;19;8;17;5;23;"LAL";102;0,473823910566805;0,298330897044132;0,756864472330809;13;28;19;7;12;3;23;-6
"IND";91;0,465296721103523;0,317690899905812;0,749926948051948;12;34;17;3;14;6;20;"CHA";93;0,45374704094072;0,344447804374275;0,713856015542343;9;32;20;5;12;4;18;2
"ORL";96;0,481065414747881;0,412869679340268;0,712277890238417;9;33;21;6;15;3;22;"LAC";102;0,513385046439572;0,369297035108667;0,757206343284319;7;30;23;7;11;5;21;-24
"PHI";88;0,447202310553136;0,309213012998179;0,649256402359169;10;29;19;9;17;5;22;"BOS";106;0,551758677769255;0,311757211662135;0,774140140286704;11;31;27;8;14;4;21;-11
"TOR";105;0,493324341730226;0,340024207722586;0,791536525652935;10;29;18;8;10;5;21;"MEM";97;0,465546073615749;0,370496763298621;0,795796096041194;11;30;20;8;12;3;19;4
"MIA";97;0,503624318408787;0,376085912879391;0,744142237079624;8;28;21;8;13;3;20;"LAC";103;0,526002216130836;0,37384774452694;0,747192932397509;6;30;23;7;11;5;21;-17
"SAC";102;0,47753042955618;0,330736472348314;0,801235053215173;11;34;18;6;14;4;24;"CHI";101;0,504438053012792;0,360472585664958;0,737459031921948;10;32;23;5;13;6;20;15
"ATL";102;0,514387868844844;0,359563382745201;0,763175811246028;9;30;24;8;13;5;19;"DET";92;0,436965807342202;0,339820917311953;0,685093464128949;12;33;17;5;12;4;20;10
"CHA";94;0,45676324905904;0,344874896345485;0,705097860500625;9;32;20;5;11;4;19;"ORL";97;0,484582387287534;0,401236130815963;0,712740183792815;8;34;20;5;15;3;22;-5
"DAL";111;0,553938846136884;0,368188736300113;0,794288140053744;10;30;24;7;10;5;20;"LAL";102;0,479042584112948;0,304968165318844;0,74626317592441;13;27;20;7;12;3;23;34
"DEN";103;0,487936822826198;0,340098434354911;0,744063087450184;11;31;21;6;13;5;24;"NOP";103;0,494772597677656;0,363206087857791;0,751172355000051;11;31;22;7;10;6;22;20
"GSW";107;0,550593831770238;0,386682760935689;0,796232978837468;8;35;25;8;18;5;22;"UTA";96;0,51063474738627;0,330829892213426;0,7475290916646;10;30;22;6;14;4;18;13
"MEM";99;0,470760478209409;0,380458550737188;0,806009583158904;11;30;21;8;12;3;19;"BOS";106;0,544817873978011;0,313718677268608;0,768698828832069;10;31;26;7;14;4;21;17
"MIN";101;0,460471303293327;0,368278453572571;0,748098727173587;12;29;20;8;14;3;21;"SAS";96;0,485662626684143;0,336647571813055;0,799295502363689;9;34;23;7;14;5;20;-29
"OKC";89;0,463465103517449;0,310577958872336;0,659512484100234;10;31;19;5;14;5;22;"BKN";101;0,505736100104252;0,337464663395912;0,804827107054058;9;32;19;6;14;4;22;-2
"POR";104;0,49105361608867;0,398308245254645;0,792858996456178;11;34;24;5;14;5;20;"CHI";100;0,493377874912186;0,36071595320122;0,7329292162796;10;32;22;6;13;5;20;18
"TOR";106;0,493197586476751;0,361688857079037;0,791547370737413;10;30;19;8;11;4;22;"MIL";95;0,482823190714715;0,305076004147212;0,755143582108465;11;30;21;9;15;4;23;42
"WAS";98;0,491367027848431;0,344103465099806;0,724755530019988;9;32;24;8;13;4;23;"CLE";102;0,473517630611681;0,36705368048648;0,795645372325214;10;30;20;7;13;4;17;13
"CLE";101;0,475083469086349;0,352090873779273;0,786812855665929;10;30;21;6;13;4;18;"TOR";106;0,488226343560957;0,359507662944752;0,800256181046989;10;30;19;8;10;5;22;-17
"HOU";97;0,473721366777177;0,357696314242886;0,722897263812596;12;31;19;8;17;5;23;"DAL";109;0,553455343650018;0,354134438809289;0,7895013248551;10;30;24;7;10;5;20;3
"IND";90;0,459769482784084;0,316664509612054;0,746086413586414;12;33;17;4;14;5;20;"PHX";105;0,504491574136435;0,33938112137699;0,833926854092799;9;33;20;8;14;4;23;-23
